p_id,v_id,v_pos,w_pos,county,place_name,area_name,person_cluster,english_variant,word,word_normalised,word_in_english
89702,1195989,1,4,Tartumaa,Sangaste,Sangaste,Martin / Mart / Märt,Martin,märti,Märti,Martin
89721,1196281,4,4,Viljandimaa,Helme,Helme,John / Jaan / Jussi / Hans,Jaan/Jaani,Jaanil,Jaanil,at Jaan
89769,1197231,9,2,Harjumaa,Kuusalu,Kuusalu,John / Jaan / Jussi / Hans,Jaan/Jaani,tuajaani,Tua-Jaani,Tua-Jaani's
89769,1197232,10,1,Harjumaa,Kuusalu,Kuusalu,John / Jaan / Jussi / Hans,Jaan/Jaani,jaan,Jaan,Jaan
89985,1200806,1,2,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
90065,1201930,15,1,Tartumaa,Sangaste,Sangaste,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
90103,1202538,5,1,Tartumaa,Kodavere,Kodavere,Martin / Mart / Märt,Märt/Märti,märt,Märt,Märt (name/marten)
90103,1202550,17,1,Tartumaa,Kodavere,Kodavere,Martin / Mart / Märt,Märt/Märti,märt,Märt,Märt
90274,1206449,3,1,Setumaa,Setumaa,Setumaa,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
90274,1206450,4,1,Setumaa,Setumaa,Setumaa,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
90274,1206451,5,3,Setumaa,Setumaa,Setumaa,Catherine / Kadri / Katri,Kadri,kadrikõizi,kadriköisi,Kadri's ropes
90274,1206452,6,1,Setumaa,Setumaa,Setumaa,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
90378,1199841,1,1,Setumaa,Setumaa,Setumaa,John / Jaan / Jussi / Hans,John/St John,Jaanikõnõ,Jaanikene,Little John
120860,1663972,6,1,Viljandimaa,Helme,Helme,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
120863,1664048,5,1,Tartumaa,Palamuse,Palamuse,Catherine / Kadri / Katri,Kadri,Kadri,Kadri,Kadri
120963,1665862,106,3,välismaa,välismaa,,Jesus / Christ,Christ,kristus,Kristus,Christ
120963,1665862,106,3,Võrumaa,Põlva,Põlva,Jesus / Christ,Christ,kristus,Kristus,Christ
120963,1665876,124,5,välismaa,välismaa,,John / Jaan / Jussi / Hans,Jaan/Jaani,jaani,Jaani,Jaan's
120963,1665876,124,5,Võrumaa,Põlva,Põlva,John / Jaan / Jussi / Hans,Jaan/Jaani,jaani,Jaani,Jaan's
121021,1666753,1,1,Viljandimaa,Viljandi,Viljandi,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
121037,1666979,1,1,Pärnumaa,Saarde,Saarde,John / Jaan / Jussi / Hans,John/St John,jaaniõhtul,jaaniõhtul,on St. John's Eve
121037,1666993,15,4,Pärnumaa,Saarde,Saarde,John / Jaan / Jussi / Hans,John/St John,jaanituli,jaanituli,St. John's fire
121089,1667566,1,1,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Juhan,Juhan,Juhan,Juhan
121089,1667566,1,2,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Jussi,jussi,Jussi,Jussi
121089,1351079,4,1,Virumaa,Haljala,Haljala,Anna / Anne / Ann / Anni,Anne,Annele,Annele,to Anne
121089,1667568,5,1,Virumaa,Haljala,Haljala,Mary / Maria / Maarja / Mari,Maija/Maie,Maiele,Maiele,to Maie
121255,1670323,5,1,Virumaa,Haljala,Haljala,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
121255,1670323,5,1,Virumaa,Kadrina,Kadrina,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
121273,1670633,2,1,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Ants,ants,Ants,Ants
121273,1670635,4,3,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
121273,1670636,5,3,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
121273,1670638,7,2,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
121273,1670640,9,2,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Ants,antsul,Antsule,to Ants
121273,1670642,11,2,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
121273,1670643,12,2,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
121273,1670656,25,1,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Ants,ants,Ants,Ants
121277,1257391,9,2,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
121277,1257392,11,1,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
121277,1257392,11,2,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Mari,maari,Maari,Maari
121277,1670703,23,2,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
121277,1670704,24,1,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
121277,1670704,24,2,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Mari,maari,Maari,Maari
121277,1670706,26,1,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
121277,1670706,26,3,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Mari,maari,Maari,Maari
121277,1670707,27,3,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
121415,1672843,7,2,Järvamaa,Koeru,Koeru,Anna / Anne / Ann / Anni,Anne,Anne,Anne,Anne
121415,1672843,7,4,Järvamaa,Koeru,Koeru,Catherine / Kadri / Katri,Kaisa/Kaie,kaie,Kaie,Kaie
121587,1676722,8,1,Järvamaa,Ambla,Ambla,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
121587,1352115,10,1,Järvamaa,Ambla,Ambla,Peter / Pietari / Peeter,Peeter,peeter,Peeter,Peeter
121587,1676731,19,1,Järvamaa,Ambla,Ambla,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
121619,1677298,1,1,Järvamaa,Ambla,Ambla,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
121619,1677308,12,3,Järvamaa,Ambla,Ambla,Anna / Anne / Ann / Anni,Ann,annekene,annekene,little Ann
121619,1677313,18,1,Järvamaa,Ambla,Ambla,John / Jaan / Jussi / Hans,Hans,hansu,Hansu,Hans's
121619,1677314,19,1,Järvamaa,Ambla,Ambla,Peter / Pietari / Peeter,Peeter,peetri,Peetri,Peeter's
121619,1677316,21,1,Järvamaa,Ambla,Ambla,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
121619,1677328,34,2,Järvamaa,Ambla,Ambla,Anna / Anne / Ann / Anni,Anni/Annie,annivakad,annivakad,Anni's sacks
121619,1677330,36,1,Järvamaa,Ambla,Ambla,Anna / Anne / Ann / Anni,Anni/Annie,annivakad,annivakad,Anni's sacks
121664,1678487,28,1,Järvamaa,Ambla,Ambla,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
121664,1678487,28,4,Järvamaa,Ambla,Ambla,John / Jaan / Jussi / Hans,Jaan/Jaani,jaan,Jaan,Jaan
121664,1211166,30,1,Järvamaa,Ambla,Ambla,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
121664,1279987,31,1,Järvamaa,Ambla,Ambla,John / Jaan / Jussi / Hans,Jaan/Jaani,jaan,Jaan,Jaan
121666,1678596,51,3,Järvamaa,Ambla,Ambla,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne's
121690,1678881,3,2,Järvamaa,Ambla,Ambla,John / Jaan / Jussi / Hans,John/St John,jaani,Jaani,John's
121783,1680841,17,1,Järvamaa,Ambla,Ambla,Peter / Pietari / Peeter,Peter,peetri,Peetri,Peter's
121853,1682399,6,2,Viljandimaa,Viljandi,Viljandi,Mary / Maria / Maarja / Mari,Mary,maarja,maarja,Mary's
121984,1685213,7,1,Viljandimaa,Paistu,Paistu,Mary / Maria / Maarja / Mari,Mary,Mari,Mari,Mary
122015,1261545,1,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,Jaanikene,Jaanikene,Little John
122018,1686085,26,2,Viljandimaa,Paistu,Paistu,Peter / Pietari / Peeter,Peter,peeter,Peeter,Peter
122116,1687781,4,4,Tartumaa,Tartu,,Catherine / Kadri / Katri,Kaisa/Kaie,kaie,kaie,Kaie
122116,1687781,14,4,Tartumaa,Tartu,,Catherine / Kadri / Katri,Kaisa/Kaie,kaie,kaie,Kaie
122136,1688082,14,4,Viljandimaa,Tarvastu,Tarvastu,Catherine / Kadri / Katri,Kati,kati,Kati,Kati
122230,1690244,22,4,Pärnumaa,Halliste,Halliste,John / Jaan / Jussi / Hans,Hans,hansu,Hansu,Hans'
122230,1690245,23,2,Pärnumaa,Halliste,Halliste,John / Jaan / Jussi / Hans,Hans,hansul,Hansul,Hans had
122294,1691435,10,3,Pärnumaa,Vändra,Vändra,Mary / Maria / Maarja / Mari,Maija/Maie,maie,maie,Maie's
122294,1691436,11,1,Pärnumaa,Vändra,Vändra,Catherine / Kadri / Katri,Kaisa/Kaie,kaie,kaie,Kaie's
122294,1691437,12,1,Pärnumaa,Vändra,Vändra,Catherine / Kadri / Katri,Kadri,kadri,kadri,Kadri's
122334,1692088,9,2,Pärnumaa,Vändra,Vändra,Mary / Maria / Maarja / Mari,Mary,maaria,Maaria,Mary
122366,1692522,5,2,Pärnumaa,Vändra,Vändra,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
122366,1692523,6,2,Pärnumaa,Vändra,Vändra,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
122381,1692851,9,2,Pärnumaa,Halliste,Halliste,Mary / Maria / Maarja / Mari,Mary,maria,Maria,Mary
122388,1692969,9,2,Pärnumaa,Halliste,Halliste,John / Jaan / Jussi / Hans,Jaan/Jaani,jaani,Jaani,Jaan's
122429,1693564,10,5,Harjumaa,Kose,Kose,Anna / Anne / Ann / Anni,Anne,anne,anne,Anne
122510,1240522,16,1,Virumaa,Kadrina,Kadrina,John / Jaan / Jussi / Hans,John/St John,jaani,Jaani,John's
122711,1698636,2,2,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,Hans,hansu,Hansu,Hans's
122711,1248830,3,1,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
122767,1699648,17,2,Järvamaa,Ambla,Ambla,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
122767,1699655,24,1,Järvamaa,Ambla,Ambla,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
122767,1699663,32,2,Järvamaa,Ambla,Ambla,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
122872,1701199,22,1,Pärnumaa,Vändra,Vändra,Anna / Anne / Ann / Anni,Ann,ann,ann,Ann
122922,1240522,15,1,Pärnumaa,Vändra,Vändra,John / Jaan / Jussi / Hans,Jaan/Jaani,jaani,Jaani,Jaan's
122922,1702249,17,1,Pärnumaa,Vändra,Vändra,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
122987,1703113,4,2,Viljandimaa,Paistu,Paistu,Martin / Mart / Märt,Märt/Märti,märdid,märdid,Märt
123026,1703716,6,3,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,Hans,hansukesta,Hansukesest,of little Hans
123026,1703717,7,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
123026,1703719,9,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
123026,1703721,11,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
123026,1703724,14,3,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,Hans,hansu,Hansu,Hans'
123026,1703725,16,2,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,Hans,hansul,Hansul,to Hans
123083,1704737,2,1,Virumaa,Haljala,Haljala,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
123120,1705371,8,2,Pärnumaa,Halliste,Halliste,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
123120,1705372,9,1,Pärnumaa,Halliste,Halliste,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
123141,1705730,2,3,Pärnumaa,Halliste,Halliste,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
123141,1705731,3,2,Pärnumaa,Halliste,Halliste,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
123258,1225461,1,1,Pärnumaa,Audru,Audru,Mary / Maria / Maarja / Mari,Mary,maarjal,Maarjal,Mary
123278,1708472,2,2,Virumaa,Haljala,Haljala,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
123278,1209950,3,1,Virumaa,Haljala,Haljala,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
123278,1193467,6,1,Virumaa,Haljala,Haljala,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
123278,1239173,12,1,Virumaa,Haljala,Haljala,Catherine / Kadri / Katri,Kadri,kadril,Kadril,Kadri's
123278,1405334,14,1,Virumaa,Haljala,Haljala,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
123278,1677808,15,1,Virumaa,Haljala,Haljala,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
123281,1708509,1,3,Virumaa,Haljala,Haljala,John / Jaan / Jussi / Hans,Hans,hansule,Hansule,to Hans
123417,1711204,1,1,Pärnumaa,Audru,Audru,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
123417,1708994,3,1,Pärnumaa,Audru,Audru,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
123417,1708997,5,2,Pärnumaa,Audru,Audru,Anna / Anne / Ann / Anni,Ann,anne,Anne,Ann's
123417,1711207,6,3,Pärnumaa,Audru,Audru,Anna / Anne / Ann / Anni,Ann,anne,Anne,Ann's
123417,1711208,7,1,Pärnumaa,Audru,Audru,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
123417,1711217,17,1,Pärnumaa,Audru,Audru,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
123417,1711223,26,1,Pärnumaa,Audru,Audru,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
123443,1711643,3,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
123443,1269143,4,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
123443,1711644,5,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
123443,1711645,6,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mart/Marti,mart,mart,Mart
123443,1711656,17,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mart/Marti,mart,mart,Mart
123443,1711677,44,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
123443,1711678,45,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
123443,1711679,46,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mart/Marti,mart,mart,Mart
123443,1711684,51,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mardi/Mard,mard,mard,Mard
123443,1711686,53,1,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mart/Marti,mart,mart,Mart
123443,1711693,62,2,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mardi/Mard,mardile,mardile,to Mard
123443,1328419,63,2,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mardi/Mard,mardile,mardile,to Mard
123470,1712175,1,3,Viljandimaa,Viljandi l.,,Mary / Maria / Maarja / Mari,Mary,maria,Maria,Mary
123510,1712933,20,1,Järvamaa,Ambla,Ambla,Mary / Maria / Maarja / Mari,Mary,maria,Maria,Mary
123544,1713570,7,3,Võrumaa,Rõuge,Rõuge,Anna / Anne / Ann / Anni,Anna,annekene,anneke,little Anna
123562,1713869,6,3,Võrumaa,Rõuge,Rõuge,John / Jaan / Jussi / Hans,Jaan/Jaani,jaani,Jaani,Jaan's
123562,1713870,7,3,Võrumaa,Rõuge,Rõuge,Peter / Pietari / Peeter,Peeter,peetre,Peetri,Peeter's
123567,1713984,22,5,Võrumaa,Rõuge,Rõuge,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
123567,1713986,24,5,Võrumaa,Rõuge,Rõuge,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
123567,1713993,31,5,Võrumaa,Rõuge,Rõuge,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
123569,1714011,1,2,Võrumaa,Rõuge,Rõuge,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
123569,1714013,3,2,Võrumaa,Rõuge,Rõuge,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
123622,1715110,1,1,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
123630,1715430,4,2,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715430,4,2,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715430,4,4,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715430,4,4,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715431,5,1,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715431,5,1,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715432,6,1,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715432,6,1,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1350827,22,3,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardisandid,mardisandid,Mardi's guests
123630,1350827,22,3,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardisandid,mardisandid,Mardi's guests
123630,1223296,23,1,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardi,Mardi,Mardi's
123630,1223296,23,1,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardi,Mardi,Mardi's
123630,1715447,26,2,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Martin,mart,Mart,Martin
123630,1715447,26,2,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Martin,mart,Mart,Martin
123630,1314944,27,1,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Martin,mart,Mart,Martin
123630,1314944,27,1,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Martin,mart,Mart,Martin
123630,1715467,55,3,Virumaa,Haljala,Haljala,Anna / Anne / Ann / Anni,Anne,annekene,Annekene,little Anne
123630,1715467,55,3,Virumaa,Väike-Maarja,Väike-Maarja,Anna / Anne / Ann / Anni,Anne,annekene,Annekene,little Anne
123630,1715471,60,2,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardi,Mardi,Mardi's
123630,1715471,60,2,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardi,Mardi,Mardi's
123630,1715472,61,3,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardikene,Mardikene,little Mardi
123630,1715472,61,3,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardikene,Mardikene,little Mardi
123630,1715473,62,2,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardisandikene,mardisandikene,little Mardi's messenger
123630,1715473,62,2,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardisandikene,mardisandikene,little Mardi's messenger
123630,1715477,66,1,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715477,66,1,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Martin,marti,Mardi,Martin
123630,1715479,69,3,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardikene,Mardikene,little Mardi
123630,1715479,69,3,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardikene,Mardikene,little Mardi
123630,1715473,70,2,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardisandikene,mardisandikene,little Mardi's messenger
123630,1715473,70,2,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardisandikene,mardisandikene,little Mardi's messenger
123630,1465953,86,2,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardile,Mardile,to Mardi
123630,1465953,86,2,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardile,Mardile,to Mardi
123630,1314971,88,2,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardile,Mardile,to Mardi
123630,1314971,88,2,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardile,Mardile,to Mardi
123630,1715493,89,2,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardile,Mardile,to Mardi
123630,1715493,89,2,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardile,Mardile,to Mardi
123630,1715495,91,1,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,mardisandi,mardisandi,Mardi's messenger
123630,1715495,91,1,Virumaa,Väike-Maarja,Väike-Maarja,Martin / Mart / Märt,Mardi/Mard,mardisandi,mardisandi,Mardi's messenger
123630,1715496,92,1,Virumaa,Haljala,Haljala,Martin / Mart / Märt,Mardi/Mard,sandimardi,sandimardi,beggar Mardi
