person_cluster,variant,area_name,mentions,poems
John / Jaan / Jussi / Hans,Other,Kaprio,1,1
John / Jaan / Jussi / Hans,Other,Karksi,2,2
John / Jaan / Jussi / Hans,Other,Karula,7,6
John / Jaan / Jussi / Hans,Other,Kauhava,1,1
John / Jaan / Jussi / Hans,Other,Kesälahti,3,1
John / Jaan / Jussi / Hans,Other,Kihelkonna,1,1
John / Jaan / Jussi / Hans,Other,Kiihtelysvaara,1,1
John / Jaan / Jussi / Hans,Other,Kiimaisjärvi,1,1
John / Jaan / Jussi / Hans,Other,Kitee,1,1
John / Jaan / Jussi / Hans,Other,Kivijärvi,2,2
John / Jaan / Jussi / Hans,Other,Kolga-Jaani,9,5
John / Jaan / Jussi / Hans,Other,Kontiolahti,1,1
John / Jaan / Jussi / Hans,Other,Koprina,3,1
John / Jaan / Jussi / Hans,Other,Kose,6,2
John / Jaan / Jussi / Hans,Other,Kuopio,1,1
John / Jaan / Jussi / Hans,Other,Kupanitsa,1,1
John / Jaan / Jussi / Hans,Other,Kursi,2,2
John / Jaan / Jussi / Hans,Other,Käina,2,2
John / Jaan / Jussi / Hans,Other,Kõpu,1,1
John / Jaan / Jussi / Hans,Other,Laiuse,1,1
John / Jaan / Jussi / Hans,Other,Lempaala,2,2
John / Jaan / Jussi / Hans,Other,Liissilä,1,1
John / Jaan / Jussi / Hans,Other,Lohja,2,1
John / Jaan / Jussi / Hans,Other,Maaninka,2,1
John / Jaan / Jussi / Hans,Other,Maarja-Magdaleena,1,1
John / Jaan / Jussi / Hans,Other,Markkova,1,1
John / Jaan / Jussi / Hans,Other,Mihkli,1,1
John / Jaan / Jussi / Hans,Other,Muhu,8,3
John / Jaan / Jussi / Hans,Other,Muurla,4,2
John / Jaan / Jussi / Hans,Other,Mäntyharju,1,1
John / Jaan / Jussi / Hans,Other,Narvusi,2,2
John / Jaan / Jussi / Hans,Other,Otepää,1,1
John / Jaan / Jussi / Hans,Other,Paattinen,1,1
John / Jaan / Jussi / Hans,Other,Paide,11,2
John / Jaan / Jussi / Hans,Other,Paimio,1,1
John / Jaan / Jussi / Hans,Other,Paistu,7,6
John / Jaan / Jussi / Hans,Other,Paltamo,2,2
John / Jaan / Jussi / Hans,Other,Peetri,1,1
John / Jaan / Jussi / Hans,Other,Pielavesi,2,1
John / Jaan / Jussi / Hans,Other,Pielisjärvi,1,1
John / Jaan / Jussi / Hans,Other,Puhja,2,2
John / Jaan / Jussi / Hans,Other,Pyhäjärvi Ol.,1,1
John / Jaan / Jussi / Hans,Other,Põltsamaa,3,3
John / Jaan / Jussi / Hans,Other,Pöide,3,1
John / Jaan / Jussi / Hans,Other,Rannu,2,2
John / Jaan / Jussi / Hans,Other,Rautalampi,1,1
John / Jaan / Jussi / Hans,Other,Risti,6,4
John / Jaan / Jussi / Hans,Other,Rovaniemi,1,1
John / Jaan / Jussi / Hans,Other,Ruotsin Ylitornio,2,1
John / Jaan / Jussi / Hans,Other,Räpina,1,1
John / Jaan / Jussi / Hans,Other,Rõngu,1,1
John / Jaan / Jussi / Hans,Other,Rõuge,2,1
John / Jaan / Jussi / Hans,Other,Sangaste,2,1
John / Jaan / Jussi / Hans,Other,Serepetta,3,1
John / Jaan / Jussi / Hans,Other,Setumaa,4,4
John / Jaan / Jussi / Hans,Other,Soikkola,1,1
John / Jaan / Jussi / Hans,Other,Somero,1,1
John / Jaan / Jussi / Hans,Other,Suistamo,1,1
John / Jaan / Jussi / Hans,Other,Suojärvi,2,1
John / Jaan / Jussi / Hans,Other,Suonenjoki,3,2
John / Jaan / Jussi / Hans,Other,Suure-Jaani,3,3
John / Jaan / Jussi / Hans,Other,Tartu-Maarja,2,2
John / Jaan / Jussi / Hans,Other,Tarvasjoki,1,1
John / Jaan / Jussi / Hans,Other,Tarvastu,6,4
John / Jaan / Jussi / Hans,Other,Tervola,2,1
John / Jaan / Jussi / Hans,Other,Teuva,1,1
John / Jaan / Jussi / Hans,Other,Torma,1,1
John / Jaan / Jussi / Hans,Other,Turku,2,1
John / Jaan / Jussi / Hans,Other,Tyrvää,1,1
John / Jaan / Jussi / Hans,Other,Türi,2,1
John / Jaan / Jussi / Hans,Other,Urvaste,2,2
John / Jaan / Jussi / Hans,Other,Uskela,1,1
John / Jaan / Jussi / Hans,Other,Vaivara,1,1
John / Jaan / Jussi / Hans,Other,Vastseliina,1,1
John / Jaan / Jussi / Hans,Other,Vigala,1,1
John / Jaan / Jussi / Hans,Other,Vihti,1,1
John / Jaan / Jussi / Hans,Other,Viljandi,6,6
John / Jaan / Jussi / Hans,Other,Vuole,6,3
John / Jaan / Jussi / Hans,Other,Vändra,2,2
John / Jaan / Jussi / Hans,Other,Võnnu,1,1
John / Jaan / Jussi / Hans,Other,Äksi,4,3
John / Jaan / Jussi / Hans,Other,Östmark,1,1
Martin / Mart / Märt,Mard/Mardi,Ambla,12,4
Martin / Mart / Märt,Mard/Mardi,Audru,3,2
Martin / Mart / Märt,Mard/Mardi,Haljala,24,2
Martin / Mart / Märt,Mard/Mardi,Halliste,33,1
Martin / Mart / Märt,Mard/Mardi,Hargla,2,1
Martin / Mart / Märt,Mard/Mardi,Harju-Madise,3,2
Martin / Mart / Märt,Mard/Mardi,Häädemeeste,19,4
Martin / Mart / Märt,Mard/Mardi,Iisaku,2,1
Martin / Mart / Märt,Mard/Mardi,Juuru,1,1
Martin / Mart / Märt,Mard/Mardi,Järva-Jaani,1,1
Martin / Mart / Märt,Mard/Mardi,Järva-Madise,5,2
Martin / Mart / Märt,Mard/Mardi,Jõelähtme,2,2
Martin / Mart / Märt,Mard/Mardi,Jõhvi,2,1
Martin / Mart / Märt,Mard/Mardi,Kanepi,1,1
Martin / Mart / Märt,Mard/Mardi,Karksi,8,1
Martin / Mart / Märt,Mard/Mardi,Karuse,14,3
Martin / Mart / Märt,Mard/Mardi,Koeru,8,2
Martin / Mart / Märt,Mard/Mardi,Kose,4,1
Martin / Mart / Märt,Mard/Mardi,Kullamaa,1,1
Martin / Mart / Märt,Mard/Mardi,Kuusalu,1,1
Martin / Mart / Märt,Mard/Mardi,Kõpu,10,2
Martin / Mart / Märt,Mard/Mardi,Laiuse,9,2
Martin / Mart / Märt,Mard/Mardi,Lüganuse,5,1
Martin / Mart / Märt,Mard/Mardi,Martna,4,1
Martin / Mart / Märt,Mard/Mardi,Mihkli,16,3
Martin / Mart / Märt,Mard/Mardi,Märjamaa,10,3
Martin / Mart / Märt,Mard/Mardi,Paide,2,1
Martin / Mart / Märt,Mard/Mardi,Palamuse,14,2
Martin / Mart / Märt,Mard/Mardi,Pilistvere,8,2
Martin / Mart / Märt,Mard/Mardi,Pärnu,43,8
Martin / Mart / Märt,Mard/Mardi,Pärnu-Jaagupi,40,11
Martin / Mart / Märt,Mard/Mardi,Põltsamaa,3,1
Martin / Mart / Märt,Mard/Mardi,Pöide,4,1
Martin / Mart / Märt,Mard/Mardi,Rakvere,5,3
Martin / Mart / Märt,Mard/Mardi,Rapla,1,1
Martin / Mart / Märt,Mard/Mardi,Ridala,16,2
Martin / Mart / Märt,Mard/Mardi,Risti,1,1
Martin / Mart / Märt,Mard/Mardi,Saarde,31,7
Martin / Mart / Märt,Mard/Mardi,Suure-Jaani,12,4
Martin / Mart / Märt,Mard/Mardi,Tori,22,4
Martin / Mart / Märt,Mard/Mardi,Torma,81,1
Martin / Mart / Märt,Mard/Mardi,Tõstamaa,17,7
Martin / Mart / Märt,Mard/Mardi,Türi,11,2
Martin / Mart / Märt,Mard/Mardi,Varbla,5,2
Martin / Mart / Märt,Mard/Mardi,Vigala,8,2
Martin / Mart / Märt,Mard/Mardi,Viljandi,1,1
Martin / Mart / Märt,Mard/Mardi,Viru-Jaagupi,5,1
Martin / Mart / Märt,Mard/Mardi,Viru-Nigula,6,2
Martin / Mart / Märt,Mard/Mardi,Väike-Maarja,25,4
Martin / Mart / Märt,Mard/Mardi,Vändra,23,6
Martin / Mart / Märt,Mart/Martin,Ambla,26,6
Martin / Mart / Märt,Mart/Martin,Anseküla,3,2
Martin / Mart / Märt,Mart/Martin,Audru,19,3
Martin / Mart / Märt,Mart/Martin,Hageri,13,3
Martin / Mart / Märt,Mart/Martin,Haljala,39,9
Martin / Mart / Märt,Mart/Martin,Halliste,6,2
Martin / Mart / Märt,Mart/Martin,Hanila,5,2
Martin / Mart / Märt,Mart/Martin,Harju-Jaani,15,4
Martin / Mart / Märt,Mart/Martin,Helme,17,2
Martin / Mart / Märt,Mart/Martin,Häädemeeste,9,2
Martin / Mart / Märt,Mart/Martin,Iisaku,5,1
Martin / Mart / Märt,Mart/Martin,Jaani,1,1
Martin / Mart / Märt,Mart/Martin,Juuru,2,1
Martin / Mart / Märt,Mart/Martin,Järva-Jaani,2,2
Martin / Mart / Märt,Mart/Martin,Järva-Madise,14,4
Martin / Mart / Märt,Mart/Martin,Jõelähtme,5,3
Martin / Mart / Märt,Mart/Martin,Jõhvi,22,8
Martin / Mart / Märt,Mart/Martin,Jüri,1,1
Martin / Mart / Märt,Mart/Martin,Kaarma,6,2
Martin / Mart / Märt,Mart/Martin,Kadrina,3,2
Martin / Mart / Märt,Mart/Martin,Karksi,8,2
Martin / Mart / Märt,Mart/Martin,Karuse,32,6
Martin / Mart / Märt,Mart/Martin,Keila,9,2
Martin / Mart / Märt,Mart/Martin,Kodavere,1,1
Martin / Mart / Märt,Mart/Martin,Koeru,4,2
Martin / Mart / Märt,Mart/Martin,Kolga-Jaani,3,1
Martin / Mart / Märt,Mart/Martin,Kontokki,1,1
Martin / Mart / Märt,Mart/Martin,Kose,7,5
Martin / Mart / Märt,Mart/Martin,Kullamaa,4,3
Martin / Mart / Märt,Mart/Martin,Kursi,4,2
Martin / Mart / Märt,Mart/Martin,Kuusalu,26,9
Martin / Mart / Märt,Mart/Martin,Käina,3,3
Martin / Mart / Märt,Mart/Martin,Kärla,3,2
Martin / Mart / Märt,Mart/Martin,Kõpu,2,2
Martin / Mart / Märt,Mart/Martin,Laiuse,9,7
Martin / Mart / Märt,Mart/Martin,Lääne-Nigula,2,2
Martin / Mart / Märt,Mart/Martin,Lüganuse,2,2
Martin / Mart / Märt,Mart/Martin,Martna,4,2
Martin / Mart / Märt,Mart/Martin,Mihkli,9,1
Martin / Mart / Märt,Mart/Martin,Mustjala,4,2
Martin / Mart / Märt,Mart/Martin,Märjamaa,8,4
Martin / Mart / Märt,Mart/Martin,Nissi,2,1
Martin / Mart / Märt,Mart/Martin,Paide,1,1
Martin / Mart / Märt,Mart/Martin,Paistu,5,2
Martin / Mart / Märt,Mart/Martin,Palamuse,17,3
Martin / Mart / Märt,Mart/Martin,Paltamo,1,1
Martin / Mart / Märt,Mart/Martin,Peetri,6,6
Martin / Mart / Märt,Mart/Martin,Pilistvere,32,8
Martin / Mart / Märt,Mart/Martin,Pyhäjärvi Ol.,1,1
Martin / Mart / Märt,Mart/Martin,Pärnu,11,3
Martin / Mart / Märt,Mart/Martin,Pärnu-Jaagupi,13,6
Martin / Mart / Märt,Mart/Martin,Põltsamaa,19,7
Martin / Mart / Märt,Mart/Martin,Pöide,2,2
Martin / Mart / Märt,Mart/Martin,Pühalepa,1,1
Martin / Mart / Märt,Mart/Martin,Rapla,18,1
Martin / Mart / Märt,Mart/Martin,Reigi,3,1
Martin / Mart / Märt,Mart/Martin,Saarde,48,6
Martin / Mart / Märt,Mart/Martin,Simuna,11,2
Martin / Mart / Märt,Mart/Martin,Suure-Jaani,105,9
Martin / Mart / Märt,Mart/Martin,Tori,51,6
Martin / Mart / Märt,Mart/Martin,Torma,18,3
Martin / Mart / Märt,Mart/Martin,Tõstamaa,21,5
Martin / Mart / Märt,Mart/Martin,Türi,7,5
Martin / Mart / Märt,Mart/Martin,Vaivara,3,3
Martin / Mart / Märt,Mart/Martin,Varbla,54,6
Martin / Mart / Märt,Mart/Martin,Vigala,9,1
Martin / Mart / Märt,Mart/Martin,Viitasaari,1,1
Martin / Mart / Märt,Mart/Martin,Viljandi,8,2
Martin / Mart / Märt,Mart/Martin,Viru-Jaagupi,14,3
Martin / Mart / Märt,Mart/Martin,Viru-Nigula,14,5
Martin / Mart / Märt,Mart/Martin,Väike-Maarja,21,5
Martin / Mart / Märt,Mart/Martin,Vändra,75,9
Martin / Mart / Märt,Martti,Halikko,1,1
Martin / Mart / Märt,Martti,Haukipudas,1,1
Martin / Mart / Märt,Martti,Hietamäki,1,1
Martin / Mart / Märt,Martti,Hiitola,1,1
Martin / Mart / Märt,Martti,Iisalmi,2,1
Martin / Mart / Märt,Martti,Kaprio,1,1
Martin / Mart / Märt,Martti,Kattila,1,1
Martin / Mart / Märt,Martti,Kestilä,1,1
Martin / Mart / Märt,Martti,Kiestinki,1,1
Martin / Mart / Märt,Martti,Kiuruvesi,2,2
Martin / Mart / Märt,Martti,Kivennapa,1,1
Martin / Mart / Märt,Martti,Kivijärvi,2,2
Martin / Mart / Märt,Martti,Koivisto,1,1
Martin / Mart / Märt,Martti,Kuhmo,1,1
Martin / Mart / Märt,Martti,Kuolemajärvi,2,1
Martin / Mart / Märt,Martti,Lempaala,2,1
Martin / Mart / Märt,Martti,Loppi,1,1
Martin / Mart / Märt,Martti,Metsäpirtti,1,1
Martin / Mart / Märt,Martti,Muhos,1,1
Martin / Mart / Märt,Martti,Mäntyharju,1,1
Martin / Mart / Märt,Martti,Narvusi,5,3
Martin / Mart / Märt,Martti,Nurmes,2,2
Martin / Mart / Märt,Martti,Orimattila,1,1
Martin / Mart / Märt,Martti,Pielavesi,1,1
Martin / Mart / Märt,Martti,Pihtipudas,1,1
Martin / Mart / Märt,Martti,Piippola,1,1
Martin / Mart / Märt,Martti,Pudasjärvi,2,2
Martin / Mart / Märt,Martti,Puolanka,1,1
Martin / Mart / Märt,Martti,Puumala,1,1
Martin / Mart / Märt,Martti,Pyhäjärvi Vpl.,2,1
Martin / Mart / Märt,Martti,Serepetta,1,1
Martin / Mart / Märt,Martti,Tervo,1,1
Martin / Mart / Märt,Martti,Teuva,1,1
Martin / Mart / Märt,Martti,Toksova,1,1
Martin / Mart / Märt,Martti,Tytärsaari,2,1
Martin / Mart / Märt,Martti,Valtimo,1,1
Martin / Mart / Märt,Martti,Vieremä,2,2
Martin / Mart / Märt,Martti,Vuole,1,1
Martin / Mart / Märt,Märt,Ambla,8,4
Martin / Mart / Märt,Märt,Audru,6,1
Martin / Mart / Märt,Märt,Halliste,103,12
Martin / Mart / Märt,Märt,Helme,261,8
Martin / Mart / Märt,Märt,Iisaku,3,2
Martin / Mart / Märt,Märt,Järva-Jaani,3,2
Martin / Mart / Märt,Märt,Järva-Madise,2,1
Martin / Mart / Märt,Märt,Kaarma,2,1
Martin / Mart / Märt,Märt,Kadrina,2,1
Martin / Mart / Märt,Märt,Kambja,12,2
Martin / Mart / Märt,Märt,Kanepi,5,3
Martin / Mart / Märt,Märt,Karksi,24,8
Martin / Mart / Märt,Märt,Keila,1,1
Martin / Mart / Märt,Märt,Kodavere,25,5
Martin / Mart / Märt,Märt,Koeru,1,1
Martin / Mart / Märt,Märt,Kolga-Jaani,11,4
Martin / Mart / Märt,Märt,Kursi,1,1
Martin / Mart / Märt,Märt,Kõpu,5,3
Martin / Mart / Märt,Märt,Lüganuse,4,1
Martin / Mart / Märt,Märt,Maarja-Magdaleena,7,3
Martin / Mart / Märt,Märt,Nõo,6,2
Martin / Mart / Märt,Märt,Paistu,144,6
Martin / Mart / Märt,Märt,Palamuse,37,2
Martin / Mart / Märt,Märt,Peetri,3,1
Martin / Mart / Märt,Märt,Pärnu-Jaagupi,1,1
Martin / Mart / Märt,Märt,Põltsamaa,2,1
Martin / Mart / Märt,Märt,Põlva,6,3
Martin / Mart / Märt,Märt,Pöide,2,2
Martin / Mart / Märt,Märt,Rannu,7,1
Martin / Mart / Märt,Märt,Reigi,1,1
Martin / Mart / Märt,Märt,Räpina,17,4
Martin / Mart / Märt,Märt,Rõngu,91,3
Martin / Mart / Märt,Märt,Saarde,6,3
Martin / Mart / Märt,Märt,Sangaste,16,4
Martin / Mart / Märt,Märt,Setumaa,10,2
Martin / Mart / Märt,Märt,Suure-Jaani,27,7
Martin / Mart / Märt,Märt,Tartu-Maarja,3,3
Martin / Mart / Märt,Märt,Tarvastu,94,9
Martin / Mart / Märt,Märt,Tori,2,2
Martin / Mart / Märt,Märt,Torma,90,1
Martin / Mart / Märt,Märt,Tõstamaa,4,2
Martin / Mart / Märt,Märt,Urvaste,75,9
Martin / Mart / Märt,Märt,Vaivara,6,1
Martin / Mart / Märt,Märt,Vigala,1,1
Martin / Mart / Märt,Märt,Viljandi,55,5
Martin / Mart / Märt,Märt,Viru-Jaagupi,1,1
Martin / Mart / Märt,Märt,Viru-Nigula,17,5
Martin / Mart / Märt,Märt,Väike-Maarja,6,2
Martin / Mart / Märt,Märt,Võnnu,30,4
Martin / Mart / Märt,Märt,Äksi,44,4
Martin / Mart / Märt,Märti,Halliste,81,3
Martin / Mart / Märt,Märti,Helme,20,1
Martin / Mart / Märt,Märti,Karksi,1,1
Martin / Mart / Märt,Märti,Kirbla,1,1
Martin / Mart / Märt,Märti,Kodavere,5,1
Martin / Mart / Märt,Märti,Sangaste,1,1
Martin / Mart / Märt,Märti,Tarvastu,92,1
Martin / Mart / Märt,Märti,Urvaste,4,1
Martin / Mart / Märt,Other,Audru,1,1
Martin / Mart / Märt,Other,Haljala,4,1
Martin / Mart / Märt,Other,Halliste,27,4
Martin / Mart / Märt,Other,Hanila,3,1
Martin / Mart / Märt,Other,Hargla,1,1
Martin / Mart / Märt,Other,Harju-Jaani,1,1
Martin / Mart / Märt,Other,Helme,1,1
Martin / Mart / Märt,Other,Häädemeeste,8,2
Martin / Mart / Märt,Other,Juuru,1,1
Martin / Mart / Märt,Other,Jõelähtme,3,1
Martin / Mart / Märt,Other,Kaarma,1,1
Martin / Mart / Märt,Other,Karksi,37,2
Martin / Mart / Märt,Other,Kodavere,3,2
Martin / Mart / Märt,Other,Kose,1,1
Martin / Mart / Märt,Other,Kursi,1,1
Martin / Mart / Märt,Other,Kuusalu,1,1
Martin / Mart / Märt,Other,Kõpu,1,1
Martin / Mart / Märt,Other,Laiuse,4,1
Martin / Mart / Märt,Other,Lääne-Nigula,1,1
Martin / Mart / Märt,Other,Maarja-Magdaleena,2,1
Martin / Mart / Märt,Other,Mihkli,4,1
Martin / Mart / Märt,Other,Märjamaa,5,1
Martin / Mart / Märt,Other,Nõo,10,1
Martin / Mart / Märt,Other,Paistu,3,1
Martin / Mart / Märt,Other,Palamuse,2,1
Martin / Mart / Märt,Other,Puhja,20,2
Martin / Mart / Märt,Other,Pusula,1,1
Martin / Mart / Märt,Other,Pärnu,7,1
Martin / Mart / Märt,Other,Põltsamaa,1,1
Martin / Mart / Märt,Other,Räpina,5,2
Martin / Mart / Märt,Other,Rõngu,4,1
Martin / Mart / Märt,Other,Setumaa,1,1
Martin / Mart / Märt,Other,Suure-Jaani,8,3
Martin / Mart / Märt,Other,Tartu-Maarja,11,3
Martin / Mart / Märt,Other,Tarvastu,2,2
Martin / Mart / Märt,Other,Torma,12,1
Martin / Mart / Märt,Other,Tõstamaa,20,2
Martin / Mart / Märt,Other,Urvaste,1,1
Martin / Mart / Märt,Other,Varbla,1,1
Martin / Mart / Märt,Other,Vigala,15,3
Martin / Mart / Märt,Other,Viru-Jaagupi,1,1
Martin / Mart / Märt,Other,Väike-Maarja,5,3
Mary / Maria / Maarja / Mari,Maaria,Asikkala,1,1
Mary / Maria / Maarja / Mari,Maaria,Forssa,1,1
Mary / Maria / Maarja / Mari,Maaria,Hailuoto,2,1
Mary / Maria / Maarja / Mari,Maaria,Halliste,2,1
Mary / Maria / Maarja / Mari,Maaria,Harju-Jaani,1,1
Mary / Maria / Maarja / Mari,Maaria,Hattula,1,1
Mary / Maria / Maarja / Mari,Maaria,Hauho,3,3
Mary / Maria / Maarja / Mari,Maaria,Hiitola,1,1
Mary / Maria / Maarja / Mari,Maaria,Hollola,1,1
Mary / Maria / Maarja / Mari,Maaria,Huittinen,5,3
Mary / Maria / Maarja / Mari,Maaria,Hyvinkää,1,1
Mary / Maria / Maarja / Mari,Maaria,Hämeenlinna,2,1
Mary / Maria / Maarja / Mari,Maaria,Iisalmi,1,1
Mary / Maria / Maarja / Mari,Maaria,Ilomantsi,10,9
Mary / Maria / Maarja / Mari,Maaria,Impilahti,2,2
Mary / Maria / Maarja / Mari,Maaria,Jokioinen,4,3
Mary / Maria / Maarja / Mari,Maaria,Joroinen,1,1
Mary / Maria / Maarja / Mari,Maaria,Juuka,1,1
Mary / Maria / Maarja / Mari,Maaria,Juva,2,2
Mary / Maria / Maarja / Mari,Maaria,Kaavi,6,5
Mary / Maria / Maarja / Mari,Maaria,Kalajoki,2,1
Mary / Maria / Maarja / Mari,Maaria,Kankaanpää,4,3
Mary / Maria / Maarja / Mari,Maaria,Kaprio,23,10
Mary / Maria / Maarja / Mari,Maaria,Kattila,1,1
Mary / Maria / Maarja / Mari,Maaria,Kesälahti,4,3
Mary / Maria / Maarja / Mari,Maaria,Kiihtelysvaara,2,2
Mary / Maria / Maarja / Mari,Maaria,Kiimaisjärvi,2,2
Mary / Maria / Maarja / Mari,Maaria,Kitee,5,4
Mary / Maria / Maarja / Mari,Maaria,Kivennapa,1,1
Mary / Maria / Maarja / Mari,Maaria,Kivijärvi,1,1
Mary / Maria / Maarja / Mari,Maaria,Koeru,2,2
Mary / Maria / Maarja / Mari,Maaria,Koivisto,1,1
Mary / Maria / Maarja / Mari,Maaria,Kokkola,2,2
Mary / Maria / Maarja / Mari,Maaria,Kontokki,2,2
Mary / Maria / Maarja / Mari,Maaria,Koprina,1,1
Mary / Maria / Maarja / Mari,Maaria,Korpiselkä,9,9
Mary / Maria / Maarja / Mari,Maaria,Kuhmo,6,3
Mary / Maria / Maarja / Mari,Maaria,Kuhmoinen,1,1
Mary / Maria / Maarja / Mari,Maaria,Kuusalu,3,1
Mary / Maria / Maarja / Mari,Maaria,Kuusamo,4,3
Mary / Maria / Maarja / Mari,Maaria,Lempaala,8,7
Mary / Maria / Maarja / Mari,Maaria,Leppävirta,1,1
Mary / Maria / Maarja / Mari,Maaria,Liperi,2,2
Mary / Maria / Maarja / Mari,Maaria,Loppi,4,3
Mary / Maria / Maarja / Mari,Maaria,Luhanka,1,1
Mary / Maria / Maarja / Mari,Maaria,Lumivaara,1,1
Mary / Maria / Maarja / Mari,Maaria,Luopioinen,1,1
Mary / Maria / Maarja / Mari,Maaria,Luumäki,1,1
Mary / Maria / Maarja / Mari,Maaria,Maarja-Magdaleena,1,1
Mary / Maria / Maarja / Mari,Maaria,Markkova,1,1
Mary / Maria / Maarja / Mari,Maaria,Metsäpirtti,1,1
Mary / Maria / Maarja / Mari,Maaria,Miikkulainen,1,1
Mary / Maria / Maarja / Mari,Maaria,Moloskovitsa,4,4
Mary / Maria / Maarja / Mari,Maaria,Mouhijärvi,2,1
Mary / Maria / Maarja / Mari,Maaria,Mäntsälä,2,1
Mary / Maria / Maarja / Mari,Maaria,Nakkila,1,1
Mary / Maria / Maarja / Mari,Maaria,Narvusi,45,28
Mary / Maria / Maarja / Mari,Maaria,Nivala,2,1
Mary / Maria / Maarja / Mari,Maaria,Nurmes,9,6
Mary / Maria / Maarja / Mari,Maaria,Orimattila,2,1
Mary / Maria / Maarja / Mari,Maaria,Oulu,1,1
Mary / Maria / Maarja / Mari,Maaria,Padasjoki,1,1
Mary / Maria / Maarja / Mari,Maaria,Paimio,2,1
Mary / Maria / Maarja / Mari,Maaria,Parkano,1,1
Mary / Maria / Maarja / Mari,Maaria,Peetri,1,1
Mary / Maria / Maarja / Mari,Maaria,Perniö,1,1
Mary / Maria / Maarja / Mari,Maaria,Pieksämäki,2,2
Mary / Maria / Maarja / Mari,Maaria,Pielavesi,3,2
Mary / Maria / Maarja / Mari,Maaria,Pielisjärvi,3,3
Mary / Maria / Maarja / Mari,Maaria,Piippola,1,1
Mary / Maria / Maarja / Mari,Maaria,Porajärvi,10,7
Mary / Maria / Maarja / Mari,Maaria,Pori,1,1
Mary / Maria / Maarja / Mari,Maaria,Pudasjärvi,3,2
Mary / Maria / Maarja / Mari,Maaria,Punkalaidun,2,1
Mary / Maria / Maarja / Mari,Maaria,Puolanka,2,1
Mary / Maria / Maarja / Mari,Maaria,Pyhäjärvi Ol.,1,1
Mary / Maria / Maarja / Mari,Maaria,Pyhäjärvi Ul.,3,2
Mary / Maria / Maarja / Mari,Maaria,Pälkjärvi,2,2
Mary / Maria / Maarja / Mari,Maaria,Rantsila,2,2
Mary / Maria / Maarja / Mari,Maaria,Rautalampi,1,1
Mary / Maria / Maarja / Mari,Maaria,Rautavaara,2,2
Mary / Maria / Maarja / Mari,Maaria,Repola,8,6
Mary / Maria / Maarja / Mari,Maaria,Riipuskala,4,3
Mary / Maria / Maarja / Mari,Maaria,Rovaniemi,1,1
Mary / Maria / Maarja / Mari,Maaria,Ruskeala,1,1
Mary / Maria / Maarja / Mari,Maaria,Rymättylä,2,1
Mary / Maria / Maarja / Mari,Maaria,Rääkkylä,1,1
Mary / Maria / Maarja / Mari,Maaria,Rääpyvä,2,2
Mary / Maria / Maarja / Mari,Maaria,Saarijärvi,1,1
Mary / Maria / Maarja / Mari,Maaria,Salmi,11,9
Mary / Maria / Maarja / Mari,Maaria,Savonranta,5,3
Mary / Maria / Maarja / Mari,Maaria,Serepetta,3,2
Mary / Maria / Maarja / Mari,Maaria,Sodankylä,2,1
Mary / Maria / Maarja / Mari,Maaria,Soikkola,37,25
Mary / Maria / Maarja / Mari,Maaria,Somerniemi,1,1
Mary / Maria / Maarja / Mari,Maaria,Somero,2,1
Mary / Maria / Maarja / Mari,Maaria,Sortavala,1,1
Mary / Maria / Maarja / Mari,Maaria,Sotkamo,1,1
Mary / Maria / Maarja / Mari,Maaria,Suistamo,12,12
Mary / Maria / Maarja / Mari,Maaria,Suojärvi,24,19
Mary / Maria / Maarja / Mari,Maaria,Suomussalmi,3,2
Mary / Maria / Maarja / Mari,Maaria,Suonenjoki,2,1
Mary / Maria / Maarja / Mari,Maaria,Sääksmäki,2,1
Mary / Maria / Maarja / Mari,Maaria,Säämäjärvi,2,2
Mary / Maria / Maarja / Mari,Maaria,Södra Finnskoga,1,1
Mary / Maria / Maarja / Mari,Maaria,Taipalsaari,2,1
Mary / Maria / Maarja / Mari,Maaria,Tammela,4,3
Mary / Maria / Maarja / Mari,Maaria,Tarvastu,1,1
Mary / Maria / Maarja / Mari,Maaria,Tohmajärvi,1,1
Mary / Maria / Maarja / Mari,Maaria,Toksova,1,1
Mary / Maria / Maarja / Mari,Maaria,Tulemajärvi,4,3
Mary / Maria / Maarja / Mari,Maaria,Turku,2,1
Mary / Maria / Maarja / Mari,Maaria,Tuulos,2,1
Mary / Maria / Maarja / Mari,Maaria,Tuupovaara,1,1
Mary / Maria / Maarja / Mari,Maaria,Tyrö,2,2
Mary / Maria / Maarja / Mari,Maaria,Tõstamaa,3,1
Mary / Maria / Maarja / Mari,Maaria,Töysä,1,1
Mary / Maria / Maarja / Mari,Maaria,Uhtua,1,1
Mary / Maria / Maarja / Mari,Maaria,Uskela,1,1
Mary / Maria / Maarja / Mari,Maaria,Uukuniemi,5,3
Mary / Maria / Maarja / Mari,Maaria,Vanaja,3,2
Mary / Maria / Maarja / Mari,Maaria,Varpaisjärvi,1,1
Mary / Maria / Maarja / Mari,Maaria,Viljandi,3,2
Mary / Maria / Maarja / Mari,Maaria,Vuokkiniemi,2,2
Mary / Maria / Maarja / Mari,Maaria,Vuole,3,2
Mary / Maria / Maarja / Mari,Maaria,Vändra,1,1
Mary / Maria / Maarja / Mari,Maarja,Ambla,3,3
Mary / Maria / Maarja / Mari,Maarja,Audru,1,1
