person_cluster,area_name,variant,mentions,poems
Martin / Mart / Märt,Kuusalu,Mard/Mardi,1,1
Martin / Mart / Märt,Kuusalu,Mart/Martin,26,9
Martin / Mart / Märt,Kuusalu,Other,1,1
Martin / Mart / Märt,Käina,Mart/Martin,3,3
Martin / Mart / Märt,Kärla,Mart/Martin,3,2
Martin / Mart / Märt,Kõpu,Mard/Mardi,10,2
Martin / Mart / Märt,Kõpu,Mart/Martin,2,2
Martin / Mart / Märt,Kõpu,Märt,5,3
Martin / Mart / Märt,Kõpu,Other,1,1
Martin / Mart / Märt,Laiuse,Mard/Mardi,9,2
Martin / Mart / Märt,Laiuse,Mart/Martin,9,7
Martin / Mart / Märt,Laiuse,Other,4,1
Martin / Mart / Märt,Lempaala,Martti,2,1
Martin / Mart / Märt,Loppi,Martti,1,1
Martin / Mart / Märt,Lääne-Nigula,Mart/Martin,2,2
Martin / Mart / Märt,Lääne-Nigula,Other,1,1
Martin / Mart / Märt,Lüganuse,Mard/Mardi,5,1
Martin / Mart / Märt,Lüganuse,Mart/Martin,2,2
Martin / Mart / Märt,Lüganuse,Märt,4,1
Martin / Mart / Märt,Maarja-Magdaleena,Märt,7,3
Martin / Mart / Märt,Maarja-Magdaleena,Other,2,1
Martin / Mart / Märt,Martna,Mard/Mardi,4,1
Martin / Mart / Märt,Martna,Mart/Martin,4,2
Martin / Mart / Märt,Metsäpirtti,Martti,1,1
Martin / Mart / Märt,Mihkli,Mard/Mardi,16,3
Martin / Mart / Märt,Mihkli,Mart/Martin,9,1
Martin / Mart / Märt,Mihkli,Other,4,1
Martin / Mart / Märt,Muhos,Martti,1,1
Martin / Mart / Märt,Mustjala,Mart/Martin,4,2
Martin / Mart / Märt,Mäntyharju,Martti,1,1
Martin / Mart / Märt,Märjamaa,Mard/Mardi,10,3
Martin / Mart / Märt,Märjamaa,Mart/Martin,8,4
Martin / Mart / Märt,Märjamaa,Other,5,1
Martin / Mart / Märt,Narvusi,Martti,5,3
Martin / Mart / Märt,Nissi,Mart/Martin,2,1
Martin / Mart / Märt,Nurmes,Martti,2,2
Martin / Mart / Märt,Nõo,Märt,6,2
Martin / Mart / Märt,Nõo,Other,10,1
Martin / Mart / Märt,Orimattila,Martti,1,1
Martin / Mart / Märt,Paide,Mard/Mardi,2,1
Martin / Mart / Märt,Paide,Mart/Martin,1,1
Martin / Mart / Märt,Paistu,Mart/Martin,5,2
Martin / Mart / Märt,Paistu,Märt,144,6
Martin / Mart / Märt,Paistu,Other,3,1
Martin / Mart / Märt,Palamuse,Mard/Mardi,14,2
Martin / Mart / Märt,Palamuse,Mart/Martin,17,3
Martin / Mart / Märt,Palamuse,Märt,37,2
Martin / Mart / Märt,Palamuse,Other,2,1
Martin / Mart / Märt,Paltamo,Mart/Martin,1,1
Martin / Mart / Märt,Peetri,Mart/Martin,6,6
Martin / Mart / Märt,Peetri,Märt,3,1
Martin / Mart / Märt,Pielavesi,Martti,1,1
Martin / Mart / Märt,Pihtipudas,Martti,1,1
Martin / Mart / Märt,Piippola,Martti,1,1
Martin / Mart / Märt,Pilistvere,Mard/Mardi,8,2
Martin / Mart / Märt,Pilistvere,Mart/Martin,32,8
Martin / Mart / Märt,Pudasjärvi,Martti,2,2
Martin / Mart / Märt,Puhja,Other,20,2
Martin / Mart / Märt,Puolanka,Martti,1,1
Martin / Mart / Märt,Pusula,Other,1,1
Martin / Mart / Märt,Puumala,Martti,1,1
Martin / Mart / Märt,Pyhäjärvi Ol.,Mart/Martin,1,1
Martin / Mart / Märt,Pyhäjärvi Vpl.,Martti,2,1
Martin / Mart / Märt,Pärnu,Mard/Mardi,43,8
Martin / Mart / Märt,Pärnu,Mart/Martin,11,3
Martin / Mart / Märt,Pärnu,Other,7,1
Martin / Mart / Märt,Pärnu-Jaagupi,Mard/Mardi,40,11
Martin / Mart / Märt,Pärnu-Jaagupi,Mart/Martin,13,6
Martin / Mart / Märt,Pärnu-Jaagupi,Märt,1,1
Martin / Mart / Märt,Põltsamaa,Mard/Mardi,3,1
Martin / Mart / Märt,Põltsamaa,Mart/Martin,19,7
Martin / Mart / Märt,Põltsamaa,Märt,2,1
Martin / Mart / Märt,Põltsamaa,Other,1,1
Martin / Mart / Märt,Põlva,Märt,6,3
Martin / Mart / Märt,Pöide,Mard/Mardi,4,1
Martin / Mart / Märt,Pöide,Mart/Martin,2,2
Martin / Mart / Märt,Pöide,Märt,2,2
Martin / Mart / Märt,Pühalepa,Mart/Martin,1,1
Martin / Mart / Märt,Rakvere,Mard/Mardi,5,3
Martin / Mart / Märt,Rannu,Märt,7,1
Martin / Mart / Märt,Rapla,Mard/Mardi,1,1
Martin / Mart / Märt,Rapla,Mart/Martin,18,1
Martin / Mart / Märt,Reigi,Mart/Martin,3,1
Martin / Mart / Märt,Reigi,Märt,1,1
Martin / Mart / Märt,Ridala,Mard/Mardi,16,2
Martin / Mart / Märt,Risti,Mard/Mardi,1,1
Martin / Mart / Märt,Räpina,Märt,17,4
Martin / Mart / Märt,Räpina,Other,5,2
Martin / Mart / Märt,Rõngu,Märt,91,3
Martin / Mart / Märt,Rõngu,Other,4,1
Martin / Mart / Märt,Saarde,Mard/Mardi,31,7
Martin / Mart / Märt,Saarde,Mart/Martin,48,6
Martin / Mart / Märt,Saarde,Märt,6,3
Martin / Mart / Märt,Sangaste,Märt,16,4
Martin / Mart / Märt,Sangaste,Märti,1,1
Martin / Mart / Märt,Serepetta,Martti,1,1
Martin / Mart / Märt,Setumaa,Märt,10,2
Martin / Mart / Märt,Setumaa,Other,1,1
Martin / Mart / Märt,Simuna,Mart/Martin,11,2
Martin / Mart / Märt,Suure-Jaani,Mard/Mardi,12,4
Martin / Mart / Märt,Suure-Jaani,Mart/Martin,105,9
Martin / Mart / Märt,Suure-Jaani,Märt,27,7
Martin / Mart / Märt,Suure-Jaani,Other,8,3
Martin / Mart / Märt,Tartu-Maarja,Märt,3,3
Martin / Mart / Märt,Tartu-Maarja,Other,11,3
Martin / Mart / Märt,Tarvastu,Märt,94,9
Martin / Mart / Märt,Tarvastu,Märti,92,1
Martin / Mart / Märt,Tarvastu,Other,2,2
Martin / Mart / Märt,Tervo,Martti,1,1
Martin / Mart / Märt,Teuva,Martti,1,1
Martin / Mart / Märt,Toksova,Martti,1,1
Martin / Mart / Märt,Tori,Mard/Mardi,22,4
Martin / Mart / Märt,Tori,Mart/Martin,51,6
Martin / Mart / Märt,Tori,Märt,2,2
Martin / Mart / Märt,Torma,Mard/Mardi,81,1
Martin / Mart / Märt,Torma,Mart/Martin,18,3
Martin / Mart / Märt,Torma,Märt,90,1
Martin / Mart / Märt,Torma,Other,12,1
Martin / Mart / Märt,Tytärsaari,Martti,2,1
Martin / Mart / Märt,Tõstamaa,Mard/Mardi,17,7
Martin / Mart / Märt,Tõstamaa,Mart/Martin,21,5
Martin / Mart / Märt,Tõstamaa,Märt,4,2
Martin / Mart / Märt,Tõstamaa,Other,20,2
Martin / Mart / Märt,Türi,Mard/Mardi,11,2
Martin / Mart / Märt,Türi,Mart/Martin,7,5
Martin / Mart / Märt,Urvaste,Märt,75,9
Martin / Mart / Märt,Urvaste,Märti,4,1
Martin / Mart / Märt,Urvaste,Other,1,1
Martin / Mart / Märt,Vaivara,Mart/Martin,3,3
Martin / Mart / Märt,Vaivara,Märt,6,1
Martin / Mart / Märt,Valtimo,Martti,1,1
Martin / Mart / Märt,Varbla,Mard/Mardi,5,2
Martin / Mart / Märt,Varbla,Mart/Martin,54,6
Martin / Mart / Märt,Varbla,Other,1,1
Martin / Mart / Märt,Vieremä,Martti,2,2
Martin / Mart / Märt,Vigala,Mard/Mardi,8,2
Martin / Mart / Märt,Vigala,Mart/Martin,9,1
Martin / Mart / Märt,Vigala,Märt,1,1
Martin / Mart / Märt,Vigala,Other,15,3
Martin / Mart / Märt,Viitasaari,Mart/Martin,1,1
Martin / Mart / Märt,Viljandi,Mard/Mardi,1,1
Martin / Mart / Märt,Viljandi,Mart/Martin,8,2
Martin / Mart / Märt,Viljandi,Märt,55,5
Martin / Mart / Märt,Viru-Jaagupi,Mard/Mardi,5,1
Martin / Mart / Märt,Viru-Jaagupi,Mart/Martin,14,3
Martin / Mart / Märt,Viru-Jaagupi,Märt,1,1
Martin / Mart / Märt,Viru-Jaagupi,Other,1,1
Martin / Mart / Märt,Viru-Nigula,Mard/Mardi,6,2
Martin / Mart / Märt,Viru-Nigula,Mart/Martin,14,5
Martin / Mart / Märt,Viru-Nigula,Märt,17,5
Martin / Mart / Märt,Vuole,Martti,1,1
Martin / Mart / Märt,Väike-Maarja,Mard/Mardi,25,4
Martin / Mart / Märt,Väike-Maarja,Mart/Martin,21,5
Martin / Mart / Märt,Väike-Maarja,Märt,6,2
Martin / Mart / Märt,Väike-Maarja,Other,5,3
Martin / Mart / Märt,Vändra,Mard/Mardi,23,6
Martin / Mart / Märt,Vändra,Mart/Martin,75,9
Martin / Mart / Märt,Võnnu,Märt,30,4
Martin / Mart / Märt,Äksi,Märt,44,4
Mary / Maria / Maarja / Mari,Alastaro,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Alatornio,Maija/Maie,5,5
Mary / Maria / Maarja / Mari,Alatornio,Maria,1,1
Mary / Maria / Maarja / Mari,Alavus,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Alavus,Maria,1,1
Mary / Maria / Maarja / Mari,Ambla,Maarja,3,3
Mary / Maria / Maarja / Mari,Ambla,Mari,15,12
Mary / Maria / Maarja / Mari,Ambla,Maria,2,2
Mary / Maria / Maarja / Mari,Ambla,Other,1,1
Mary / Maria / Maarja / Mari,Anttola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Asikkala,Maaria,1,1
Mary / Maria / Maarja / Mari,Asikkala,Maija/Maie,8,8
Mary / Maria / Maarja / Mari,Asikkala,Maria,1,1
Mary / Maria / Maarja / Mari,Audru,Maarja,1,1
Mary / Maria / Maarja / Mari,Audru,Mari,16,7
Mary / Maria / Maarja / Mari,Brandval,Maria,2,1
Mary / Maria / Maarja / Mari,Brandval,Other,2,1
Mary / Maria / Maarja / Mari,Emmaste,Maarja,1,1
Mary / Maria / Maarja / Mari,Eno,Mari,2,2
Mary / Maria / Maarja / Mari,Enontekiö,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Eräjärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Eräjärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Evijärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Forssa,Maaria,1,1
Mary / Maria / Maarja / Mari,Grue Finnskog,Maria,1,1
Mary / Maria / Maarja / Mari,Hageri,Mari,1,1
Mary / Maria / Maarja / Mari,Hailuoto,Maaria,2,1
Mary / Maria / Maarja / Mari,Hailuoto,Maria,1,1
Mary / Maria / Maarja / Mari,Halikko,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Haljala,Maarja,8,6
Mary / Maria / Maarja / Mari,Haljala,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Haljala,Mari,102,70
Mary / Maria / Maarja / Mari,Haljala,Maria,2,2
Mary / Maria / Maarja / Mari,Haljala,Other,4,3
Mary / Maria / Maarja / Mari,Halliste,Maaria,2,1
Mary / Maria / Maarja / Mari,Halliste,Maarja,22,17
Mary / Maria / Maarja / Mari,Halliste,Mari,38,29
Mary / Maria / Maarja / Mari,Halliste,Maria,1,1
Mary / Maria / Maarja / Mari,Halliste,Other,4,2
Mary / Maria / Maarja / Mari,Hanila,Maarja,1,1
Mary / Maria / Maarja / Mari,Hanila,Mari,6,6
Mary / Maria / Maarja / Mari,Hanila,Maria,1,1
Mary / Maria / Maarja / Mari,Hargla,Mari,23,17
Mary / Maria / Maarja / Mari,Hargla,Other,5,4
Mary / Maria / Maarja / Mari,Harju-Jaani,Maaria,1,1
Mary / Maria / Maarja / Mari,Harju-Jaani,Maarja,2,1
Mary / Maria / Maarja / Mari,Harju-Jaani,Mari,26,16
Mary / Maria / Maarja / Mari,Harju-Jaani,Maria,2,2
Mary / Maria / Maarja / Mari,Harju-Madise,Mari,3,2
Mary / Maria / Maarja / Mari,Harlu,Maria,2,2
Mary / Maria / Maarja / Mari,Hartola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Hattula,Maaria,1,1
Mary / Maria / Maarja / Mari,Hattula,Maija/Maie,6,5
Mary / Maria / Maarja / Mari,Hattula,Mari,2,1
Mary / Maria / Maarja / Mari,Hattula,Maria,1,1
Mary / Maria / Maarja / Mari,Hauho,Maaria,3,3
Mary / Maria / Maarja / Mari,Hauho,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Hauho,Maria,1,1
Mary / Maria / Maarja / Mari,Haukivuori,Maria,1,1
Mary / Maria / Maarja / Mari,Hausjärvi,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Hausjärvi,Mari,1,1
Mary / Maria / Maarja / Mari,Heinjoki,Mari,1,1
Mary / Maria / Maarja / Mari,Heinävesi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Helme,Maarja,30,18
Mary / Maria / Maarja / Mari,Helme,Mari,30,22
Mary / Maria / Maarja / Mari,Helme,Other,5,4
Mary / Maria / Maarja / Mari,Hietamäki,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Hiitola,Maaria,1,1
Mary / Maria / Maarja / Mari,Hirvensalmi,Maria,1,1
Mary / Maria / Maarja / Mari,Hollola,Maaria,1,1
Mary / Maria / Maarja / Mari,Hollola,Maija/Maie,5,4
Mary / Maria / Maarja / Mari,Huittinen,Maaria,5,3
Mary / Maria / Maarja / Mari,Huittinen,Maria,1,1
Mary / Maria / Maarja / Mari,Humppila,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Humppila,Maria,5,3
Mary / Maria / Maarja / Mari,Hyvinkää,Maaria,1,1
Mary / Maria / Maarja / Mari,Hyvinkää,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Hämeenkyrö,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Hämeenlinna,Maaria,2,1
Mary / Maria / Maarja / Mari,Hämeenlinna,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Häädemeeste,Maarja,1,1
Mary / Maria / Maarja / Mari,Häädemeeste,Mari,14,9
Mary / Maria / Maarja / Mari,Häädemeeste,Other,1,1
Mary / Maria / Maarja / Mari,Iisaku,Mari,9,6
Mary / Maria / Maarja / Mari,Iisaku,Maria,2,1
Mary / Maria / Maarja / Mari,Iisalmi,Maaria,1,1
Mary / Maria / Maarja / Mari,Iisalmi,Maria,8,7
Mary / Maria / Maarja / Mari,Iitti,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ilmajoki,Maria,2,2
Mary / Maria / Maarja / Mari,Ilomantsi,Maaria,10,9
Mary / Maria / Maarja / Mari,Ilomantsi,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Ilomantsi,Maria,16,14
Mary / Maria / Maarja / Mari,Ilomantsi,Other,3,2
Mary / Maria / Maarja / Mari,Impilahti,Maaria,2,2
Mary / Maria / Maarja / Mari,Impilahti,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Impilahti,Maria,13,11
Mary / Maria / Maarja / Mari,Inkere,Mari,1,1
Mary / Maria / Maarja / Mari,Isojoki,Maria,3,2
Mary / Maria / Maarja / Mari,Jaani,Mari,2,2
Mary / Maria / Maarja / Mari,Jalasjärvi,Maria,2,2
Mary / Maria / Maarja / Mari,Janakkala,Maija/Maie,8,8
Mary / Maria / Maarja / Mari,Jokioinen,Maaria,4,3
Mary / Maria / Maarja / Mari,Jokioinen,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Joroinen,Maaria,1,1
Mary / Maria / Maarja / Mari,Joroinen,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Joroinen,Maria,2,2
Mary / Maria / Maarja / Mari,Joutsa,Maria,3,2
Mary / Maria / Maarja / Mari,Jurva,Maria,1,1
Mary / Maria / Maarja / Mari,Juuka,Maaria,1,1
Mary / Maria / Maarja / Mari,Juuka,Maria,3,3
Mary / Maria / Maarja / Mari,Juuru,Maarja,1,1
Mary / Maria / Maarja / Mari,Juuru,Mari,4,3
Mary / Maria / Maarja / Mari,Juva,Maaria,2,2
Mary / Maria / Maarja / Mari,Juva,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Juva,Maria,17,16
Mary / Maria / Maarja / Mari,Juva,Other,1,1
Mary / Maria / Maarja / Mari,Jyväskylä,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Jällivaara,Maria,2,2
Mary / Maria / Maarja / Mari,Jämaja,Mari,1,1
Mary / Maria / Maarja / Mari,Jämijärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Jämsä,Maria,1,1
Mary / Maria / Maarja / Mari,Jäppilä,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Järva-Jaani,Maarja,2,2
Mary / Maria / Maarja / Mari,Järva-Jaani,Mari,11,8
Mary / Maria / Maarja / Mari,Järva-Jaani,Maria,4,2
Mary / Maria / Maarja / Mari,Järva-Jaani,Other,2,1
Mary / Maria / Maarja / Mari,Järva-Madise,Mari,10,5
Mary / Maria / Maarja / Mari,Järva-Madise,Other,1,1
Mary / Maria / Maarja / Mari,Jääski,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Jõelähtme,Mari,17,12
Mary / Maria / Maarja / Mari,Jõhvi,Maarja,7,7
Mary / Maria / Maarja / Mari,Jõhvi,Mari,63,38
Mary / Maria / Maarja / Mari,Jõhvi,Maria,3,3
Mary / Maria / Maarja / Mari,Jõhvi,Other,3,3
Mary / Maria / Maarja / Mari,Jüri,Maarja,5,4
Mary / Maria / Maarja / Mari,Jüri,Mari,16,12
Mary / Maria / Maarja / Mari,Jüri,Maria,4,4
Mary / Maria / Maarja / Mari,Kaarma,Maarja,1,1
Mary / Maria / Maarja / Mari,Kaarma,Mari,1,1
Mary / Maria / Maarja / Mari,Kaarma,Other,4,2
Mary / Maria / Maarja / Mari,Kaavi,Maaria,6,5
Mary / Maria / Maarja / Mari,Kaavi,Maria,3,3
Mary / Maria / Maarja / Mari,Kaavi,Other,1,1
Mary / Maria / Maarja / Mari,Kadrina,Maarja,4,4
Mary / Maria / Maarja / Mari,Kadrina,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kadrina,Mari,57,41
Mary / Maria / Maarja / Mari,Kadrina,Maria,10,5
Mary / Maria / Maarja / Mari,Kadrina,Other,2,2
Mary / Maria / Maarja / Mari,Kalajoki,Maaria,2,1
Mary / Maria / Maarja / Mari,Kalajoki,Maija/Maie,4,3
Mary / Maria / Maarja / Mari,Kalvola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kalvola,Maria,2,2
Mary / Maria / Maarja / Mari,Kambja,Maarja,2,2
Mary / Maria / Maarja / Mari,Kambja,Other,1,1
Mary / Maria / Maarja / Mari,Kanepi,Maarja,2,2
Mary / Maria / Maarja / Mari,Kanepi,Mari,5,5
Mary / Maria / Maarja / Mari,Kanepi,Other,1,1
Mary / Maria / Maarja / Mari,Kangasniemi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kangasniemi,Maria,2,2
Mary / Maria / Maarja / Mari,Kankaanpää,Maaria,4,3
Mary / Maria / Maarja / Mari,Kankaanpää,Maria,1,1
Mary / Maria / Maarja / Mari,Kannonkoski,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kaprio,Maaria,23,10
Mary / Maria / Maarja / Mari,Kaprio,Maarja,1,1
Mary / Maria / Maarja / Mari,Kaprio,Maija/Maie,6,3
Mary / Maria / Maarja / Mari,Kaprio,Mari,5,2
Mary / Maria / Maarja / Mari,Kaprio,Maria,5,5
Mary / Maria / Maarja / Mari,Kaprio,Other,2,1
Mary / Maria / Maarja / Mari,Karinainen,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Karja,Maarja,1,1
Mary / Maria / Maarja / Mari,Karja,Mari,1,1
Mary / Maria / Maarja / Mari,Karksi,Maarja,60,38
Mary / Maria / Maarja / Mari,Karksi,Mari,54,36
Mary / Maria / Maarja / Mari,Karksi,Maria,1,1
Mary / Maria / Maarja / Mari,Karksi,Other,19,10
Mary / Maria / Maarja / Mari,Karula,Mari,7,6
Mary / Maria / Maarja / Mari,Karuna,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Karunki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Karuse,Mari,19,11
Mary / Maria / Maarja / Mari,Karuse,Maria,5,4
Mary / Maria / Maarja / Mari,Karuse,Other,1,1
Mary / Maria / Maarja / Mari,Karvia,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kattila,Maaria,1,1
Mary / Maria / Maarja / Mari,Kattila,Maria,3,3
Mary / Maria / Maarja / Mari,Kauhajoki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kauhajoki,Maria,1,1
Mary / Maria / Maarja / Mari,Kauhava,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Kauhava,Maria,3,2
Mary / Maria / Maarja / Mari,Kauhava,Other,1,1
Mary / Maria / Maarja / Mari,Kaukola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kaustinen,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kaustinen,Maria,1,1
Mary / Maria / Maarja / Mari,Kauvatsa,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Keila,Mari,1,1
Mary / Maria / Maarja / Mari,Keltto,Maria,2,2
Mary / Maria / Maarja / Mari,Kemi,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Kemijärvi,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Kerimäki,Maria,2,1
Mary / Maria / Maarja / Mari,Kestilä,Maria,1,1
Mary / Maria / Maarja / Mari,Kestilä,Other,1,1
Mary / Maria / Maarja / Mari,Kesälahti,Maaria,4,3
Mary / Maria / Maarja / Mari,Kesälahti,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kiestinki,Maria,2,1
Mary / Maria / Maarja / Mari,Kihelkonna,Mari,2,2
Mary / Maria / Maarja / Mari,Kihelkonna,Maria,1,1
Mary / Maria / Maarja / Mari,Kihnu,Mari,4,4
Mary / Maria / Maarja / Mari,Kiihtelysvaara,Maaria,2,2
Mary / Maria / Maarja / Mari,Kiihtelysvaara,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kiihtelysvaara,Maria,3,2
Mary / Maria / Maarja / Mari,Kiimaisjärvi,Maaria,2,2
Mary / Maria / Maarja / Mari,Kiimaisjärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Kitee,Maaria,5,4
Mary / Maria / Maarja / Mari,Kitee,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kitee,Maria,9,8
Mary / Maria / Maarja / Mari,Kitee,Other,3,3
Mary / Maria / Maarja / Mari,Kittilä,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kittilä,Maria,1,1
Mary / Maria / Maarja / Mari,Kiuruvesi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kiuruvesi,Maria,13,7
Mary / Maria / Maarja / Mari,Kivennapa,Maaria,1,1
Mary / Maria / Maarja / Mari,Kivennapa,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kivennapa,Mari,13,5
Mary / Maria / Maarja / Mari,Kivijärvi,Maaria,1,1
Mary / Maria / Maarja / Mari,Kivijärvi,Maria,3,3
Mary / Maria / Maarja / Mari,Kodavere,Maarja,3,3
Mary / Maria / Maarja / Mari,Kodavere,Mari,8,7
Mary / Maria / Maarja / Mari,Kodavere,Maria,1,1
Mary / Maria / Maarja / Mari,Kodavere,Other,2,1
Mary / Maria / Maarja / Mari,Koeru,Maaria,2,2
Mary / Maria / Maarja / Mari,Koeru,Maarja,2,2
Mary / Maria / Maarja / Mari,Koeru,Mari,19,10
Mary / Maria / Maarja / Mari,Koeru,Other,1,1
Mary / Maria / Maarja / Mari,Koivisto,Maaria,1,1
Mary / Maria / Maarja / Mari,Koivisto,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Koivisto,Mari,1,1
Mary / Maria / Maarja / Mari,Koivisto,Maria,1,1
Mary / Maria / Maarja / Mari,Koivisto,Other,1,1
Mary / Maria / Maarja / Mari,Kokemäki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kokkola,Maaria,2,2
Mary / Maria / Maarja / Mari,Kolga-Jaani,Maarja,9,7
Mary / Maria / Maarja / Mari,Kolga-Jaani,Mari,55,43
Mary / Maria / Maarja / Mari,Kolga-Jaani,Maria,2,2
Mary / Maria / Maarja / Mari,Kolga-Jaani,Other,7,4
Mary / Maria / Maarja / Mari,Kontiolahti,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kontiolahti,Mari,2,2
Mary / Maria / Maarja / Mari,Kontiolahti,Maria,2,1
Mary / Maria / Maarja / Mari,Kontokki,Maaria,2,2
Mary / Maria / Maarja / Mari,Kontokki,Mari,1,1
Mary / Maria / Maarja / Mari,Kontokki,Maria,6,6
Mary / Maria / Maarja / Mari,Koprina,Maaria,1,1
Mary / Maria / Maarja / Mari,Koprina,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Koprina,Mari,1,1
Mary / Maria / Maarja / Mari,Koprina,Maria,2,2
Mary / Maria / Maarja / Mari,Korpilahti,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Korpiselkä,Maaria,9,9
Mary / Maria / Maarja / Mari,Korpiselkä,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Korpiselkä,Mari,3,1
Mary / Maria / Maarja / Mari,Korpiselkä,Maria,10,10
Mary / Maria / Maarja / Mari,Kose,Maarja,2,2
Mary / Maria / Maarja / Mari,Kose,Mari,29,14
Mary / Maria / Maarja / Mari,Kose,Maria,1,1
Mary / Maria / Maarja / Mari,Koski Hl.,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kuhmo,Maaria,6,3
Mary / Maria / Maarja / Mari,Kuhmo,Maria,3,2
Mary / Maria / Maarja / Mari,Kuhmoinen,Maaria,1,1
Mary / Maria / Maarja / Mari,Kuhmoinen,Maria,2,2
Mary / Maria / Maarja / Mari,Kuhmoinen,Other,1,1
Mary / Maria / Maarja / Mari,Kullamaa,Mari,11,9
Mary / Maria / Maarja / Mari,Kuolemajärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Kuopio,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kuopio,Maria,4,3
Mary / Maria / Maarja / Mari,Kuorevesi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kuorevesi,Maria,1,1
Mary / Maria / Maarja / Mari,Kuortane,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Kupanitsa,Mari,1,1
Mary / Maria / Maarja / Mari,Kupanitsa,Maria,1,1
Mary / Maria / Maarja / Mari,Kurikka,Maija/Maie,5,4
Mary / Maria / Maarja / Mari,Kurikka,Maria,1,1
Mary / Maria / Maarja / Mari,Kursi,Maarja,2,1
Mary / Maria / Maarja / Mari,Kursi,Mari,13,11
Mary / Maria / Maarja / Mari,Kursi,Maria,1,1
Mary / Maria / Maarja / Mari,Kuujärvi,Mari,1,1
Mary / Maria / Maarja / Mari,Kuusalu,Maaria,3,1
Mary / Maria / Maarja / Mari,Kuusalu,Maarja,4,3
Mary / Maria / Maarja / Mari,Kuusalu,Mari,95,67
Mary / Maria / Maarja / Mari,Kuusalu,Maria,10,6
Mary / Maria / Maarja / Mari,Kuusalu,Other,2,2
Mary / Maria / Maarja / Mari,Kuusamo,Maaria,4,3
Mary / Maria / Maarja / Mari,Kuusamo,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Kuusamo,Maria,2,2
Mary / Maria / Maarja / Mari,Kuusjoki,Maija/Maie,2,2
