person_cluster,area_name,english_category,mentions,poems
John / Jaan / Jussi / Hans,Võnnu,Jaan/Jaani,5,3
John / Jaan / Jussi / Hans,Võnnu,Juhan,1,1
John / Jaan / Jussi / Hans,Võnnu,Jussi,1,1
John / Jaan / Jussi / Hans,Ylihärmä,Jussi,1,1
John / Jaan / Jussi / Hans,Ylikiiminki,Jussi,1,1
John / Jaan / Jussi / Hans,Ylistaro,Jussi,2,2
John / Jaan / Jussi / Hans,Yläne,Jussi,4,2
John / Jaan / Jussi / Hans,Ypäjä,Other,1,1
John / Jaan / Jussi / Hans,Äksi,Ants,1,1
John / Jaan / Jussi / Hans,Äksi,Hans,1,1
John / Jaan / Jussi / Hans,Äksi,Juhan,3,2
John / Jaan / Jussi / Hans,Äksi,Other,5,4
John / Jaan / Jussi / Hans,Östmark,Other,1,1
Martin / Mart / Märt,Ambla,Mardi/Mard,5,4
Martin / Mart / Märt,Ambla,Mart/Marti,3,2
Martin / Mart / Märt,Ambla,Martin,38,8
Martin / Mart / Märt,Anseküla,Mart/Marti,3,2
Martin / Mart / Märt,Audru,Mardi/Mard,1,1
Martin / Mart / Märt,Audru,Mart/Marti,8,2
Martin / Mart / Märt,Audru,Martin,11,1
Martin / Mart / Märt,Audru,Märt/Märti,3,1
Martin / Mart / Märt,Audru,Other,6,2
Martin / Mart / Märt,Hageri,Martin,12,2
Martin / Mart / Märt,Hageri,Other,1,1
Martin / Mart / Märt,Halikko,Martin,1,1
Martin / Mart / Märt,Haljala,Mardi/Mard,15,2
Martin / Mart / Märt,Haljala,Mart/Marti,14,4
Martin / Mart / Märt,Haljala,Martin,31,5
Martin / Mart / Märt,Haljala,Other,7,4
Martin / Mart / Märt,Halliste,Bear/Spirit,11,3
Martin / Mart / Märt,Halliste,Mart/Marti,31,2
Martin / Mart / Märt,Halliste,Martin,42,3
Martin / Mart / Märt,Halliste,Märt/Märti,83,7
Martin / Mart / Märt,Halliste,Other,29,8
Martin / Mart / Märt,Halliste,Refrain,54,3
Martin / Mart / Märt,Hanila,Mardi/Mard,6,2
Martin / Mart / Märt,Hanila,Mart/Marti,2,1
Martin / Mart / Märt,Hargla,Martin,3,1
Martin / Mart / Märt,Harju-Jaani,Mart/Marti,2,2
Martin / Mart / Märt,Harju-Jaani,Martin,13,2
Martin / Mart / Märt,Harju-Jaani,Other,1,1
Martin / Mart / Märt,Harju-Madise,Mardi/Mard,1,1
Martin / Mart / Märt,Harju-Madise,Other,2,1
Martin / Mart / Märt,Haukipudas,Martin,1,1
Martin / Mart / Märt,Helme,Bear/Spirit,11,1
Martin / Mart / Märt,Helme,Mardi/Mard,12,1
Martin / Mart / Märt,Helme,Mart/Marti,5,2
Martin / Mart / Märt,Helme,Martin,70,1
Martin / Mart / Märt,Helme,Märt/Märti,118,6
Martin / Mart / Märt,Helme,Other,15,3
Martin / Mart / Märt,Helme,Refrain,68,1
Martin / Mart / Märt,Hietamäki,Martin,1,1
Martin / Mart / Märt,Hiitola,Martin,1,1
Martin / Mart / Märt,Häädemeeste,Bear/Spirit,2,1
Martin / Mart / Märt,Häädemeeste,Mardi/Mard,19,4
Martin / Mart / Märt,Häädemeeste,Martin,8,3
Martin / Mart / Märt,Häädemeeste,Other,4,2
Martin / Mart / Märt,Häädemeeste,Refrain,3,1
Martin / Mart / Märt,Iisaku,Mart/Marti,1,1
Martin / Mart / Märt,Iisaku,Martin,5,2
Martin / Mart / Märt,Iisaku,Other,4,1
Martin / Mart / Märt,Iisalmi,Martin,2,1
Martin / Mart / Märt,Jaani,Other,1,1
Martin / Mart / Märt,Juuru,Mart/Marti,2,1
Martin / Mart / Märt,Juuru,Martin,1,1
Martin / Mart / Märt,Juuru,Other,1,1
Martin / Mart / Märt,Järva-Jaani,Mardi/Mard,1,1
Martin / Mart / Märt,Järva-Jaani,Mart/Marti,3,2
Martin / Mart / Märt,Järva-Jaani,Other,2,2
Martin / Mart / Märt,Järva-Madise,Mardi/Mard,10,4
Martin / Mart / Märt,Järva-Madise,Mart/Marti,7,2
Martin / Mart / Märt,Järva-Madise,Martin,1,1
Martin / Mart / Märt,Järva-Madise,Other,3,2
Martin / Mart / Märt,Jõelähtme,Mardi/Mard,1,1
Martin / Mart / Märt,Jõelähtme,Mart/Marti,3,1
Martin / Mart / Märt,Jõelähtme,Martin,5,2
Martin / Mart / Märt,Jõelähtme,Other,1,1
Martin / Mart / Märt,Jõhvi,Mardi/Mard,1,1
Martin / Mart / Märt,Jõhvi,Mart/Marti,6,2
Martin / Mart / Märt,Jõhvi,Martin,13,3
Martin / Mart / Märt,Jõhvi,Other,4,3
Martin / Mart / Märt,Jüri,Mart/Marti,1,1
Martin / Mart / Märt,Kaarma,Martin,6,1
Martin / Mart / Märt,Kaarma,Other,3,2
Martin / Mart / Märt,Kadrina,Mart/Marti,1,1
Martin / Mart / Märt,Kadrina,Martin,2,1
Martin / Mart / Märt,Kadrina,Other,2,1
Martin / Mart / Märt,Kambja,Märt/Märti,2,1
Martin / Mart / Märt,Kambja,Other,10,2
Martin / Mart / Märt,Kanepi,Mardi/Mard,1,1
Martin / Mart / Märt,Kanepi,Martin,3,1
Martin / Mart / Märt,Kanepi,Other,2,2
Martin / Mart / Märt,Kaprio,Martin,1,1
Martin / Mart / Märt,Karksi,Mardi/Mard,15,3
Martin / Mart / Märt,Karksi,Mart/Marti,39,1
Martin / Mart / Märt,Karksi,Martin,5,2
Martin / Mart / Märt,Karksi,Märt/Märti,9,3
Martin / Mart / Märt,Karksi,Other,10,7
Martin / Mart / Märt,Karuse,Mardi/Mard,3,3
Martin / Mart / Märt,Karuse,Mart/Marti,23,2
Martin / Mart / Märt,Karuse,Martin,14,3
Martin / Mart / Märt,Karuse,Other,6,2
Martin / Mart / Märt,Kattila,Martin,1,1
Martin / Mart / Märt,Keila,Mardi/Mard,3,1
Martin / Mart / Märt,Keila,Mart/Marti,4,1
Martin / Mart / Märt,Keila,Martin,2,1
Martin / Mart / Märt,Keila,Other,1,1
Martin / Mart / Märt,Kestilä,Martin,1,1
Martin / Mart / Märt,Kiestinki,Martin,1,1
Martin / Mart / Märt,Kirbla,Refrain,1,1
Martin / Mart / Märt,Kiuruvesi,Martin,2,2
Martin / Mart / Märt,Kivennapa,Other,1,1
Martin / Mart / Märt,Kivijärvi,Martin,2,2
Martin / Mart / Märt,Kodavere,Bear/Spirit,1,1
Martin / Mart / Märt,Kodavere,Mart/Marti,1,1
Martin / Mart / Märt,Kodavere,Martin,2,1
Martin / Mart / Märt,Kodavere,Märt/Märti,22,3
Martin / Mart / Märt,Kodavere,Other,8,3
Martin / Mart / Märt,Koeru,Mardi/Mard,6,3
Martin / Mart / Märt,Koeru,Mart/Marti,4,2
Martin / Mart / Märt,Koeru,Other,3,1
Martin / Mart / Märt,Koivisto,Martin,1,1
Martin / Mart / Märt,Kolga-Jaani,Martin,3,1
Martin / Mart / Märt,Kolga-Jaani,Märt/Märti,7,3
Martin / Mart / Märt,Kolga-Jaani,Other,4,4
Martin / Mart / Märt,Kontokki,Martin,1,1
Martin / Mart / Märt,Kose,Bear/Spirit,1,1
Martin / Mart / Märt,Kose,Mardi/Mard,3,1
Martin / Mart / Märt,Kose,Mart/Marti,5,4
Martin / Mart / Märt,Kose,Martin,1,1
Martin / Mart / Märt,Kose,Other,2,2
Martin / Mart / Märt,Kuhmo,Martin,1,1
Martin / Mart / Märt,Kullamaa,Mardi/Mard,1,1
Martin / Mart / Märt,Kullamaa,Mart/Marti,2,2
Martin / Mart / Märt,Kullamaa,Martin,2,1
Martin / Mart / Märt,Kuolemajärvi,Other,2,1
Martin / Mart / Märt,Kursi,Mardi/Mard,1,1
Martin / Mart / Märt,Kursi,Mart/Marti,1,1
Martin / Mart / Märt,Kursi,Other,4,2
Martin / Mart / Märt,Kuusalu,Mart/Marti,10,5
Martin / Mart / Märt,Kuusalu,Martin,8,6
Martin / Mart / Märt,Kuusalu,Other,10,3
Martin / Mart / Märt,Käina,Mart/Marti,1,1
Martin / Mart / Märt,Käina,Martin,1,1
Martin / Mart / Märt,Käina,Other,1,1
Martin / Mart / Märt,Kärla,Mart/Marti,3,2
Martin / Mart / Märt,Kõpu,Mardi/Mard,6,1
Martin / Mart / Märt,Kõpu,Mart/Marti,2,2
Martin / Mart / Märt,Kõpu,Martin,4,1
Martin / Mart / Märt,Kõpu,Märt/Märti,3,1
Martin / Mart / Märt,Kõpu,Other,3,3
Martin / Mart / Märt,Laiuse,Mardi/Mard,10,2
Martin / Mart / Märt,Laiuse,Mart/Marti,3,3
Martin / Mart / Märt,Laiuse,Martin,2,2
Martin / Mart / Märt,Laiuse,Other,4,3
Martin / Mart / Märt,Laiuse,Refrain,3,1
Martin / Mart / Märt,Lempaala,Martin,2,1
Martin / Mart / Märt,Loppi,Martin,1,1
Martin / Mart / Märt,Lääne-Nigula,Mardi/Mard,1,1
Martin / Mart / Märt,Lääne-Nigula,Mart/Marti,1,1
Martin / Mart / Märt,Lääne-Nigula,Other,1,1
Martin / Mart / Märt,Lüganuse,Mardi/Mard,5,2
Martin / Mart / Märt,Lüganuse,Mart/Marti,6,4
Martin / Mart / Märt,Maarja-Magdaleena,Martin,1,1
Martin / Mart / Märt,Maarja-Magdaleena,Märt/Märti,4,1
Martin / Mart / Märt,Maarja-Magdaleena,Other,4,2
Martin / Mart / Märt,Martna,Mardi/Mard,4,1
Martin / Mart / Märt,Martna,Mart/Marti,2,1
Martin / Mart / Märt,Martna,Martin,2,1
Martin / Mart / Märt,Metsäpirtti,Martin,1,1
Martin / Mart / Märt,Mihkli,Bear/Spirit,11,2
Martin / Mart / Märt,Mihkli,Mardi/Mard,6,1
Martin / Mart / Märt,Mihkli,Mart/Marti,5,1
Martin / Mart / Märt,Mihkli,Martin,4,1
Martin / Mart / Märt,Mihkli,Other,3,1
Martin / Mart / Märt,Muhos,Martin,1,1
Martin / Mart / Märt,Mustjala,Mardi/Mard,1,1
Martin / Mart / Märt,Mustjala,Mart/Marti,3,1
Martin / Mart / Märt,Mäntyharju,Martin,1,1
Martin / Mart / Märt,Märjamaa,Bear/Spirit,6,2
Martin / Mart / Märt,Märjamaa,Mardi/Mard,4,3
Martin / Mart / Märt,Märjamaa,Mart/Marti,5,3
Martin / Mart / Märt,Märjamaa,Martin,5,2
Martin / Mart / Märt,Märjamaa,Other,3,1
Martin / Mart / Märt,Narvusi,Mart/Marti,2,1
Martin / Mart / Märt,Narvusi,Martin,2,1
Martin / Mart / Märt,Narvusi,Other,1,1
Martin / Mart / Märt,Nissi,Martin,2,1
Martin / Mart / Märt,Nurmes,Martin,2,2
Martin / Mart / Märt,Nõo,Bear/Spirit,10,1
Martin / Mart / Märt,Nõo,Mardi/Mard,2,1
Martin / Mart / Märt,Nõo,Märt/Märti,3,1
Martin / Mart / Märt,Nõo,Other,1,1
Martin / Mart / Märt,Orimattila,Martin,1,1
Martin / Mart / Märt,Paide,Mardi/Mard,2,1
Martin / Mart / Märt,Paide,Other,1,1
Martin / Mart / Märt,Paistu,Bear/Spirit,3,1
Martin / Mart / Märt,Paistu,Mart/Marti,3,1
Martin / Mart / Märt,Paistu,Martin,55,1
Martin / Mart / Märt,Paistu,Märt/Märti,25,4
Martin / Mart / Märt,Paistu,Other,22,5
Martin / Mart / Märt,Paistu,Refrain,44,1
Martin / Mart / Märt,Palamuse,Mardi/Mard,8,1
Martin / Mart / Märt,Palamuse,Martin,58,4
Martin / Mart / Märt,Palamuse,Märt/Märti,2,1
Martin / Mart / Märt,Palamuse,Other,2,2
Martin / Mart / Märt,Paltamo,Martin,1,1
Martin / Mart / Märt,Peetri,Mardi/Mard,3,1
Martin / Mart / Märt,Peetri,Mart/Marti,2,2
Martin / Mart / Märt,Peetri,Martin,1,1
Martin / Mart / Märt,Peetri,Other,3,3
Martin / Mart / Märt,Pielavesi,Martin,1,1
Martin / Mart / Märt,Pihtipudas,Martin,1,1
Martin / Mart / Märt,Piippola,Martin,1,1
Martin / Mart / Märt,Pilistvere,Mardi/Mard,1,1
Martin / Mart / Märt,Pilistvere,Mart/Marti,5,4
Martin / Mart / Märt,Pilistvere,Martin,31,4
Martin / Mart / Märt,Pilistvere,Other,3,2
Martin / Mart / Märt,Pudasjärvi,Martin,2,2
Martin / Mart / Märt,Puhja,Other,20,2
Martin / Mart / Märt,Puolanka,Martin,1,1
Martin / Mart / Märt,Pusula,Martin,1,1
Martin / Mart / Märt,Puumala,Mart/Marti,1,1
Martin / Mart / Märt,Pyhäjärvi Ol.,Martin,1,1
Martin / Mart / Märt,Pyhäjärvi Vpl.,Martin,2,1
Martin / Mart / Märt,Pärnu,Bear/Spirit,1,1
Martin / Mart / Märt,Pärnu,Mardi/Mard,19,4
Martin / Mart / Märt,Pärnu,Mart/Marti,8,3
Martin / Mart / Märt,Pärnu,Martin,30,4
Martin / Mart / Märt,Pärnu,Other,3,2
Martin / Mart / Märt,Pärnu-Jaagupi,Bear/Spirit,16,6
Martin / Mart / Märt,Pärnu-Jaagupi,Mardi/Mard,19,6
Martin / Mart / Märt,Pärnu-Jaagupi,Mart/Marti,5,3
Martin / Mart / Märt,Pärnu-Jaagupi,Martin,12,5
Martin / Mart / Märt,Pärnu-Jaagupi,Other,2,2
Martin / Mart / Märt,Põltsamaa,Mardi/Mard,2,1
Martin / Mart / Märt,Põltsamaa,Mart/Marti,4,3
Martin / Mart / Märt,Põltsamaa,Martin,17,6
Martin / Mart / Märt,Põltsamaa,Other,2,2
Martin / Mart / Märt,Põlva,Märt/Märti,1,1
Martin / Mart / Märt,Põlva,Other,5,2
Martin / Mart / Märt,Pöide,Bear/Spirit,2,1
Martin / Mart / Märt,Pöide,Mardi/Mard,2,1
Martin / Mart / Märt,Pöide,Martin,1,1
Martin / Mart / Märt,Pöide,Other,3,3
Martin / Mart / Märt,Pühalepa,Mart/Marti,1,1
Martin / Mart / Märt,Rakvere,Mardi/Mard,3,2
Martin / Mart / Märt,Rakvere,Martin,2,1
Martin / Mart / Märt,Rannu,Martin,7,1
Martin / Mart / Märt,Rapla,Mardi/Mard,1,1
Martin / Mart / Märt,Rapla,Mart/Marti,12,1
Martin / Mart / Märt,Rapla,Other,6,1
Martin / Mart / Märt,Reigi,Mart/Marti,1,1
Martin / Mart / Märt,Reigi,Other,3,2
Martin / Mart / Märt,Ridala,Bear/Spirit,5,2
Martin / Mart / Märt,Ridala,Mardi/Mard,11,1
Martin / Mart / Märt,Risti,Mardi/Mard,1,1
Martin / Mart / Märt,Räpina,Martin,13,4
Martin / Mart / Märt,Räpina,Other,9,1
Martin / Mart / Märt,Rõngu,Märt/Märti,45,3
Martin / Mart / Märt,Rõngu,Other,6,2
Martin / Mart / Märt,Rõngu,Refrain,44,2
Martin / Mart / Märt,Saarde,Bear/Spirit,4,2
Martin / Mart / Märt,Saarde,Mardi/Mard,12,5
Martin / Mart / Märt,Saarde,Mart/Marti,30,5
Martin / Mart / Märt,Saarde,Martin,17,5
Martin / Mart / Märt,Saarde,Märt/Märti,3,1
Martin / Mart / Märt,Saarde,Other,19,5
Martin / Mart / Märt,Sangaste,Martin,3,2
Martin / Mart / Märt,Sangaste,Märt/Märti,3,1
Martin / Mart / Märt,Sangaste,Other,10,2
Martin / Mart / Märt,Sangaste,Refrain,1,1
Martin / Mart / Märt,Serepetta,Martin,1,1
Martin / Mart / Märt,Setumaa,Martin,10,2
Martin / Mart / Märt,Setumaa,Other,1,1
Martin / Mart / Märt,Simuna,Mart/Marti,2,1
Martin / Mart / Märt,Simuna,Martin,8,1
Martin / Mart / Märt,Simuna,Other,1,1
Martin / Mart / Märt,Suure-Jaani,Bear/Spirit,17,3
Martin / Mart / Märt,Suure-Jaani,Mardi/Mard,7,4
Martin / Mart / Märt,Suure-Jaani,Mart/Marti,57,4
Martin / Mart / Märt,Suure-Jaani,Martin,44,7
Martin / Mart / Märt,Suure-Jaani,Märt/Märti,17,2
Martin / Mart / Märt,Suure-Jaani,Other,10,6
Martin / Mart / Märt,Tartu-Maarja,Bear/Spirit,7,1
Martin / Mart / Märt,Tartu-Maarja,Märt/Märti,3,3
Martin / Mart / Märt,Tartu-Maarja,Other,4,2
Martin / Mart / Märt,Tarvastu,Martin,4,1
Martin / Mart / Märt,Tarvastu,Märt/Märti,168,6
Martin / Mart / Märt,Tarvastu,Other,16,8
Martin / Mart / Märt,Tervo,Martin,1,1
Martin / Mart / Märt,Teuva,Martin,1,1
Martin / Mart / Märt,Toksova,Martin,1,1
Martin / Mart / Märt,Tori,Bear/Spirit,19,3
Martin / Mart / Märt,Tori,Mardi/Mard,2,1
Martin / Mart / Märt,Tori,Mart/Marti,11,3
Martin / Mart / Märt,Tori,Martin,33,4
Martin / Mart / Märt,Tori,Other,10,4
Martin / Mart / Märt,Torma,Mart/Marti,2,1
Martin / Mart / Märt,Torma,Martin,186,4
Martin / Mart / Märt,Torma,Other,1,1
Martin / Mart / Märt,Torma,Refrain,12,1
Martin / Mart / Märt,Tytärsaari,Martin,2,1
Martin / Mart / Märt,Tõstamaa,Mardi/Mard,10,5
Martin / Mart / Märt,Tõstamaa,Mart/Marti,33,5
Martin / Mart / Märt,Tõstamaa,Martin,15,6
Martin / Mart / Märt,Tõstamaa,Other,4,1
Martin / Mart / Märt,Türi,Mardi/Mard,9,1
Martin / Mart / Märt,Türi,Mart/Marti,7,4
Martin / Mart / Märt,Türi,Other,2,2
Martin / Mart / Märt,Urvaste,Martin,12,3
Martin / Mart / Märt,Urvaste,Märt/Märti,38,4
Martin / Mart / Märt,Urvaste,Other,26,6
Martin / Mart / Märt,Urvaste,Refrain,4,1
Martin / Mart / Märt,Vaivara,Mart/Marti,1,1
Martin / Mart / Märt,Vaivara,Martin,7,2
Martin / Mart / Märt,Vaivara,Other,1,1
Martin / Mart / Märt,Valtimo,Martin,1,1
Martin / Mart / Märt,Varbla,Mardi/Mard,8,2
Martin / Mart / Märt,Varbla,Mart/Marti,20,4
Martin / Mart / Märt,Varbla,Martin,28,2
Martin / Mart / Märt,Varbla,Other,4,2
Martin / Mart / Märt,Vieremä,Martin,2,2
Martin / Mart / Märt,Vigala,Bear/Spirit,5,1
Martin / Mart / Märt,Vigala,Mardi/Mard,23,4
Martin / Mart / Märt,Vigala,Mart/Marti,4,1
Martin / Mart / Märt,Vigala,Martin,1,1
Martin / Mart / Märt,Viitasaari,Martin,1,1
Martin / Mart / Märt,Viljandi,Mardi/Mard,1,1
Martin / Mart / Märt,Viljandi,Martin,8,2
Martin / Mart / Märt,Viljandi,Märt/Märti,40,4
Martin / Mart / Märt,Viljandi,Other,15,4
Martin / Mart / Märt,Viru-Jaagupi,Martin,21,4
Martin / Mart / Märt,Viru-Nigula,Mardi/Mard,11,3
Martin / Mart / Märt,Viru-Nigula,Mart/Marti,3,2
Martin / Mart / Märt,Viru-Nigula,Martin,21,8
Martin / Mart / Märt,Viru-Nigula,Märt/Märti,1,1
Martin / Mart / Märt,Viru-Nigula,Other,1,1
Martin / Mart / Märt,Vuole,Martin,1,1
Martin / Mart / Märt,Väike-Maarja,Mardi/Mard,13,3
Martin / Mart / Märt,Väike-Maarja,Mart/Marti,10,4
Martin / Mart / Märt,Väike-Maarja,Martin,34,8
Martin / Mart / Märt,Vändra,Mardi/Mard,17,5
Martin / Mart / Märt,Vändra,Mart/Marti,27,5
Martin / Mart / Märt,Vändra,Martin,47,7
Martin / Mart / Märt,Vändra,Other,7,3
Martin / Mart / Märt,Võnnu,Märt/Märti,7,3
Martin / Mart / Märt,Võnnu,Other,23,3
Martin / Mart / Märt,Äksi,Märt/Märti,24,4
Martin / Mart / Märt,Äksi,Other,20,3
Mary / Maria / Maarja / Mari,Alastaro,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Alatornio,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Alatornio,Mary,1,1
Mary / Maria / Maarja / Mari,Alatornio,Other,3,3
Mary / Maria / Maarja / Mari,Alavus,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Alavus,Mary,1,1
Mary / Maria / Maarja / Mari,Alavus,Other,2,2
Mary / Maria / Maarja / Mari,Ambla,Berry,10,10
Mary / Maria / Maarja / Mari,Ambla,Mari,2,1
Mary / Maria / Maarja / Mari,Ambla,Mary,5,4
Mary / Maria / Maarja / Mari,Ambla,Other,4,4
Mary / Maria / Maarja / Mari,Anttola,Other,1,1
Mary / Maria / Maarja / Mari,Asikkala,Maija/Maie,7,7
Mary / Maria / Maarja / Mari,Asikkala,Mary,1,1
Mary / Maria / Maarja / Mari,Asikkala,Other,2,2
Mary / Maria / Maarja / Mari,Audru,Berry,4,4
Mary / Maria / Maarja / Mari,Audru,Mari,12,3
Mary / Maria / Maarja / Mari,Audru,Mary,1,1
Mary / Maria / Maarja / Mari,Brandval,Mary,1,1
Mary / Maria / Maarja / Mari,Brandval,Other,3,2
Mary / Maria / Maarja / Mari,Emmaste,Other,1,1
Mary / Maria / Maarja / Mari,Eno,Mari,1,1
Mary / Maria / Maarja / Mari,Eno,Mary,1,1
Mary / Maria / Maarja / Mari,Enontekiö,Other,1,1
Mary / Maria / Maarja / Mari,Eräjärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Eräjärvi,Mary,1,1
Mary / Maria / Maarja / Mari,Evijärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Forssa,Other,1,1
Mary / Maria / Maarja / Mari,Grue Finnskog,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Hageri,Other,1,1
Mary / Maria / Maarja / Mari,Hailuoto,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Hailuoto,Mary,1,1
Mary / Maria / Maarja / Mari,Halikko,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Halikko,Other,1,1
Mary / Maria / Maarja / Mari,Haljala,Berry,77,54
Mary / Maria / Maarja / Mari,Haljala,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Haljala,Mari,18,11
Mary / Maria / Maarja / Mari,Haljala,Mary,7,7
Mary / Maria / Maarja / Mari,Haljala,Other,14,11
Mary / Maria / Maarja / Mari,Halliste,Berry,25,17
Mary / Maria / Maarja / Mari,Halliste,Mari,10,9
Mary / Maria / Maarja / Mari,Halliste,Maria/Maaria,4,2
Mary / Maria / Maarja / Mari,Halliste,Mary,20,17
Mary / Maria / Maarja / Mari,Halliste,Other,8,7
Mary / Maria / Maarja / Mari,Hanila,Berry,4,4
Mary / Maria / Maarja / Mari,Hanila,Mari,1,1
Mary / Maria / Maarja / Mari,Hanila,Mary,2,2
Mary / Maria / Maarja / Mari,Hanila,Other,1,1
Mary / Maria / Maarja / Mari,Hargla,Berry,23,18
Mary / Maria / Maarja / Mari,Hargla,Mari,2,1
Mary / Maria / Maarja / Mari,Hargla,Mary,1,1
Mary / Maria / Maarja / Mari,Hargla,Other,2,2
Mary / Maria / Maarja / Mari,Harju-Jaani,Berry,11,7
Mary / Maria / Maarja / Mari,Harju-Jaani,Mari,13,7
Mary / Maria / Maarja / Mari,Harju-Jaani,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Harju-Jaani,Mary,5,5
Mary / Maria / Maarja / Mari,Harju-Jaani,Other,1,1
Mary / Maria / Maarja / Mari,Harju-Madise,Berry,1,1
Mary / Maria / Maarja / Mari,Harju-Madise,Mari,2,1
Mary / Maria / Maarja / Mari,Harlu,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Harlu,Other,1,1
Mary / Maria / Maarja / Mari,Hartola,Other,1,1
Mary / Maria / Maarja / Mari,Hattula,Maija/Maie,5,4
Mary / Maria / Maarja / Mari,Hattula,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Hattula,Mary,3,2
Mary / Maria / Maarja / Mari,Hattula,Other,1,1
Mary / Maria / Maarja / Mari,Hauho,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Hauho,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Hauho,Mary,3,3
Mary / Maria / Maarja / Mari,Haukivuori,Mary,1,1
Mary / Maria / Maarja / Mari,Hausjärvi,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Hausjärvi,Mary,1,1
Mary / Maria / Maarja / Mari,Heinjoki,Mari,1,1
Mary / Maria / Maarja / Mari,Heinävesi,Other,1,1
Mary / Maria / Maarja / Mari,Helme,Berry,26,18
Mary / Maria / Maarja / Mari,Helme,Mari,5,4
Mary / Maria / Maarja / Mari,Helme,Mary,20,13
Mary / Maria / Maarja / Mari,Helme,Other,14,9
Mary / Maria / Maarja / Mari,Hietamäki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Hietamäki,Other,1,1
Mary / Maria / Maarja / Mari,Hiitola,Mary,1,1
Mary / Maria / Maarja / Mari,Hirvensalmi,Mary,1,1
Mary / Maria / Maarja / Mari,Hollola,Maija/Maie,5,4
Mary / Maria / Maarja / Mari,Hollola,Mary,1,1
Mary / Maria / Maarja / Mari,Huittinen,Maria/Maaria,4,2
Mary / Maria / Maarja / Mari,Huittinen,Mary,1,1
Mary / Maria / Maarja / Mari,Huittinen,Other,1,1
Mary / Maria / Maarja / Mari,Humppila,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Humppila,Mary,5,3
Mary / Maria / Maarja / Mari,Hyvinkää,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Hyvinkää,Mary,1,1
Mary / Maria / Maarja / Mari,Hämeenkyrö,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Hämeenkyrö,Other,1,1
Mary / Maria / Maarja / Mari,Hämeenlinna,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Hämeenlinna,Mary,2,1
Mary / Maria / Maarja / Mari,Häädemeeste,Berry,1,1
Mary / Maria / Maarja / Mari,Häädemeeste,Mari,11,7
Mary / Maria / Maarja / Mari,Häädemeeste,Mary,3,2
Mary / Maria / Maarja / Mari,Häädemeeste,Other,1,1
Mary / Maria / Maarja / Mari,Iisaku,Berry,1,1
Mary / Maria / Maarja / Mari,Iisaku,Mari,7,4
Mary / Maria / Maarja / Mari,Iisaku,Mary,3,1
Mary / Maria / Maarja / Mari,Iisalmi,Mary,8,7
Mary / Maria / Maarja / Mari,Iisalmi,Other,1,1
Mary / Maria / Maarja / Mari,Iitti,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ilmajoki,Mary,2,2
Mary / Maria / Maarja / Mari,Ilomantsi,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Ilomantsi,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Ilomantsi,Mary,23,21
Mary / Maria / Maarja / Mari,Ilomantsi,Other,5,4
Mary / Maria / Maarja / Mari,Impilahti,Maria/Maaria,4,3
Mary / Maria / Maarja / Mari,Impilahti,Mary,11,10
Mary / Maria / Maarja / Mari,Impilahti,Other,2,1
Mary / Maria / Maarja / Mari,Inkere,Mari,1,1
Mary / Maria / Maarja / Mari,Isojoki,Mary,2,1
Mary / Maria / Maarja / Mari,Isojoki,Other,1,1
Mary / Maria / Maarja / Mari,Jaani,Mari,1,1
Mary / Maria / Maarja / Mari,Jaani,Mary,1,1
Mary / Maria / Maarja / Mari,Jalasjärvi,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Jalasjärvi,Other,1,1
Mary / Maria / Maarja / Mari,Janakkala,Maija/Maie,7,7
Mary / Maria / Maarja / Mari,Janakkala,Mary,1,1
Mary / Maria / Maarja / Mari,Jokioinen,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Jokioinen,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Jokioinen,Mary,2,2
Mary / Maria / Maarja / Mari,Joroinen,Mary,2,2
Mary / Maria / Maarja / Mari,Joroinen,Other,2,2
Mary / Maria / Maarja / Mari,Joutsa,Maria/Maaria,1,1
