person_cluster,area_name,english_variant,mentions,poems
Anna / Anne / Ann / Anni,Alahärmä,Anna,1,1
Anna / Anne / Ann / Anni,Alatornio,Ann,1,1
Anna / Anne / Ann / Anni,Alatornio,Anni/Annie,4,3
Anna / Anne / Ann / Anni,Ambla,Ann,8,7
Anna / Anne / Ann / Anni,Ambla,Anna,3,2
Anna / Anne / Ann / Anni,Ambla,Anne,11,10
Anna / Anne / Ann / Anni,Ambla,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Anseküla,Anna,1,1
Anna / Anne / Ann / Anni,Asikkala,Anna,1,1
Anna / Anne / Ann / Anni,Audru,Ann,26,2
Anna / Anne / Ann / Anni,Audru,Anna,1,1
Anna / Anne / Ann / Anni,Audru,Anne,3,2
Anna / Anne / Ann / Anni,Emmaste,Ann,1,1
Anna / Anne / Ann / Anni,Evijärvi,Ann,1,1
Anna / Anne / Ann / Anni,Forssa,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Halikko,Anna,1,1
Anna / Anne / Ann / Anni,Halikko,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Haljala,Ann,10,9
Anna / Anne / Ann / Anni,Haljala,Anna,1,1
Anna / Anne / Ann / Anni,Haljala,Anne,34,25
Anna / Anne / Ann / Anni,Haljala,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Haljala,Anu,1,1
Anna / Anne / Ann / Anni,Halliste,Ann,3,2
Anna / Anne / Ann / Anni,Halliste,Anna,1,1
Anna / Anne / Ann / Anni,Halliste,Anne,20,12
Anna / Anne / Ann / Anni,Hanila,Ann,1,1
Anna / Anne / Ann / Anni,Hargla,Anna,3,3
Anna / Anne / Ann / Anni,Hargla,Anne,4,2
Anna / Anne / Ann / Anni,Harju-Jaani,Ann,5,3
Anna / Anne / Ann / Anni,Harju-Jaani,Anna,16,5
Anna / Anne / Ann / Anni,Harju-Jaani,Anne,4,4
Anna / Anne / Ann / Anni,Harju-Jaani,Anu,1,1
Anna / Anne / Ann / Anni,Hattula,Anna,3,3
Anna / Anne / Ann / Anni,Hattula,Anni/Annie,3,3
Anna / Anne / Ann / Anni,Hausjärvi,Anna,1,1
Anna / Anne / Ann / Anni,Heinjoki,Anni/Annie,3,3
Anna / Anne / Ann / Anni,Heinävesi,Anna,4,4
Anna / Anne / Ann / Anni,Heinävesi,Anni/Annie,4,4
Anna / Anne / Ann / Anni,Helme,Ann,7,6
Anna / Anne / Ann / Anni,Helme,Anna,4,2
Anna / Anne / Ann / Anni,Helme,Anne,29,17
Anna / Anne / Ann / Anni,Helme,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Helsinki,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Hietamäki,Anni/Annie,5,3
Anna / Anne / Ann / Anni,Hollola,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Hämeenlinna,Anni/Annie,8,8
Anna / Anne / Ann / Anni,Häädemeeste,Ann,1,1
Anna / Anne / Ann / Anni,Häädemeeste,Anna,1,1
Anna / Anne / Ann / Anni,Häädemeeste,Anne,10,7
Anna / Anne / Ann / Anni,Iisaku,Anne,4,4
Anna / Anne / Ann / Anni,Iitti,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Ilomantsi,Ann,4,3
Anna / Anne / Ann / Anni,Ilomantsi,Anna,3,2
Anna / Anne / Ann / Anni,Ilomantsi,Anni/Annie,11,6
Anna / Anne / Ann / Anni,Impilahti,Ann,1,1
Anna / Anne / Ann / Anni,Impilahti,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Impilahti,Anu,1,1
Anna / Anne / Ann / Anni,Isokyrö,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Janakkala,Ann,1,1
Anna / Anne / Ann / Anni,Janakkala,Anna,1,1
Anna / Anne / Ann / Anni,Joensuu,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Joroinen,Anna,2,2
Anna / Anne / Ann / Anni,Juuru,Ann,2,2
Anna / Anne / Ann / Anni,Juuru,Anna,1,1
Anna / Anne / Ann / Anni,Juva,Anna,2,2
Anna / Anne / Ann / Anni,Jällivaara,Anna,1,1
Anna / Anne / Ann / Anni,Jämaja,Anne,3,1
Anna / Anne / Ann / Anni,Järva-Jaani,Ann,2,1
Anna / Anne / Ann / Anni,Järva-Jaani,Anne,2,2
Anna / Anne / Ann / Anni,Järva-Jaani,Anu,4,1
Anna / Anne / Ann / Anni,Järva-Madise,Anne,5,5
Anna / Anne / Ann / Anni,Jõelähtme,Ann,5,4
Anna / Anne / Ann / Anni,Jõelähtme,Anna,3,1
Anna / Anne / Ann / Anni,Jõelähtme,Anne,2,2
Anna / Anne / Ann / Anni,Jõhvi,Ann,14,5
Anna / Anne / Ann / Anni,Jõhvi,Anna,1,1
Anna / Anne / Ann / Anni,Jõhvi,Anne,4,3
Anna / Anne / Ann / Anni,Jüri,Ann,1,1
Anna / Anne / Ann / Anni,Jüri,Anne,5,4
Anna / Anne / Ann / Anni,Kaarma,Ann,3,2
Anna / Anne / Ann / Anni,Kaarma,Anne,1,1
Anna / Anne / Ann / Anni,Kaavi,Anna,1,1
Anna / Anne / Ann / Anni,Kadrina,Ann,20,9
Anna / Anne / Ann / Anni,Kadrina,Anna,4,3
Anna / Anne / Ann / Anni,Kadrina,Anne,29,17
Anna / Anne / Ann / Anni,Kadrina,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Kalajoki,Anna,1,1
Anna / Anne / Ann / Anni,Kambja,Anna,1,1
Anna / Anne / Ann / Anni,Kambja,Anne,2,2
Anna / Anne / Ann / Anni,Kanepi,Anna,3,3
Anna / Anne / Ann / Anni,Kanepi,Anne,7,5
Anna / Anne / Ann / Anni,Kangaslampi,Anna,2,2
Anna / Anne / Ann / Anni,Kangasniemi,Anna,1,1
Anna / Anne / Ann / Anni,Kaprio,Ann,3,2
Anna / Anne / Ann / Anni,Kaprio,Anni/Annie,7,3
Anna / Anne / Ann / Anni,Karja,Ann,6,1
Anna / Anne / Ann / Anni,Karja,Anne,4,2
Anna / Anne / Ann / Anni,Karksi,Anna,8,3
Anna / Anne / Ann / Anni,Karksi,Anne,37,21
Anna / Anne / Ann / Anni,Karstula,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Karttula,Anna,1,1
Anna / Anne / Ann / Anni,Karula,Ann,1,1
Anna / Anne / Ann / Anni,Karula,Anne,3,2
Anna / Anne / Ann / Anni,Karuna,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Karunki,Anni/Annie,3,2
Anna / Anne / Ann / Anni,Karuse,Ann,8,4
Anna / Anne / Ann / Anni,Karuse,Anna,2,1
Anna / Anne / Ann / Anni,Karuse,Anne,5,3
Anna / Anne / Ann / Anni,Kattila,Anu,4,2
Anna / Anne / Ann / Anni,Kauhajoki,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Kaustinen,Anna,1,1
Anna / Anne / Ann / Anni,Kauvatsa,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Keila,Ann,2,2
Anna / Anne / Ann / Anni,Kemijärvi,Anna,1,1
Anna / Anne / Ann / Anni,Kerimäki,Anna,3,2
Anna / Anne / Ann / Anni,Kestilä,Anna,1,1
Anna / Anne / Ann / Anni,Kiestinki,Ann,2,1
Anna / Anne / Ann / Anni,Kiestinki,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Kihniö,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Kihnu,Ann,1,1
Anna / Anne / Ann / Anni,Kiihtelysvaara,Anna,2,2
Anna / Anne / Ann / Anni,Kirvu,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Kitee,Anna,1,1
Anna / Anne / Ann / Anni,Kittilä,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Kiuruvesi,Anna,1,1
Anna / Anne / Ann / Anni,Kivennapa,Anna,1,1
Anna / Anne / Ann / Anni,Kivennapa,Anni/Annie,4,4
Anna / Anne / Ann / Anni,Kivijärvi,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Kodavere,Ann,1,1
Anna / Anne / Ann / Anni,Kodavere,Anne,6,4
Anna / Anne / Ann / Anni,Kodavere,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Koeru,Ann,8,3
Anna / Anne / Ann / Anni,Koeru,Anne,18,6
Anna / Anne / Ann / Anni,Koivisto,Ann,2,2
Anna / Anne / Ann / Anni,Koivisto,Anni/Annie,10,5
Anna / Anne / Ann / Anni,Kokemäki,Anna,2,1
Anna / Anne / Ann / Anni,Kokkola,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Kolga-Jaani,Ann,14,9
Anna / Anne / Ann / Anni,Kolga-Jaani,Anne,30,13
Anna / Anne / Ann / Anni,Kolga-Jaani,Anu,1,1
Anna / Anne / Ann / Anni,Kontiolahti,Anni/Annie,6,5
Anna / Anne / Ann / Anni,Kontokki,Ann,11,3
Anna / Anne / Ann / Anni,Kontokki,Anni/Annie,9,4
Anna / Anne / Ann / Anni,Koprina,Anni/Annie,13,3
Anna / Anne / Ann / Anni,Korpilahti,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Korpiselkä,Ann,1,1
Anna / Anne / Ann / Anni,Korpiselkä,Anni/Annie,7,5
Anna / Anne / Ann / Anni,Kose,Ann,8,5
Anna / Anne / Ann / Anni,Kose,Anna,5,2
Anna / Anne / Ann / Anni,Kose,Anne,13,9
Anna / Anne / Ann / Anni,Kose,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Koskenpää,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Kuhmo,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Kullamaa,Ann,1,1
Anna / Anne / Ann / Anni,Kuolemajärvi,Anni/Annie,3,1
Anna / Anne / Ann / Anni,Kuopio,Anni/Annie,4,4
Anna / Anne / Ann / Anni,Kupanitsa,Anni/Annie,4,1
Anna / Anne / Ann / Anni,Kurikka,Anna,1,1
Anna / Anne / Ann / Anni,Kurkijoki,Anna,1,1
Anna / Anne / Ann / Anni,Kursi,Ann,1,1
Anna / Anne / Ann / Anni,Kursi,Anna,1,1
Anna / Anne / Ann / Anni,Kursi,Anne,4,3
Anna / Anne / Ann / Anni,Kuusalu,Ann,3,2
Anna / Anne / Ann / Anni,Kuusalu,Anna,2,1
Anna / Anne / Ann / Anni,Kuusalu,Anne,15,12
Anna / Anne / Ann / Anni,Kuusalu,Anni/Annie,3,1
Anna / Anne / Ann / Anni,Kuusamo,Anni/Annie,10,1
Anna / Anne / Ann / Anni,Kuusjoki,Anni/Annie,3,3
Anna / Anne / Ann / Anni,Käina,Ann,10,2
Anna / Anne / Ann / Anni,Käina,Anna,1,1
Anna / Anne / Ann / Anni,Kärla,Ann,3,3
Anna / Anne / Ann / Anni,Kõpu,Ann,1,1
Anna / Anne / Ann / Anni,Kõpu,Anne,7,4
Anna / Anne / Ann / Anni,Lahti,Anna,1,1
Anna / Anne / Ann / Anni,Laiuse,Ann,5,3
Anna / Anne / Ann / Anni,Laiuse,Anna,1,1
Anna / Anne / Ann / Anni,Laiuse,Anne,12,10
Anna / Anne / Ann / Anni,Lappee,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Lavansaari,Ann,2,2
Anna / Anne / Ann / Anni,Lavansaari,Anna,1,1
Anna / Anne / Ann / Anni,Lavansaari,Anni/Annie,3,2
Anna / Anne / Ann / Anni,Lempaala,Ann,3,2
Anna / Anne / Ann / Anni,Lempaala,Anna,1,1
Anna / Anne / Ann / Anni,Lempaala,Anni/Annie,6,4
Anna / Anne / Ann / Anni,Leppävirta,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Lihula,Anne,3,3
Anna / Anne / Ann / Anni,Liissilä,Anni/Annie,4,2
Anna / Anne / Ann / Anni,Liperi,Ann,1,1
Anna / Anne / Ann / Anni,Liperi,Anna,1,1
Anna / Anne / Ann / Anni,Liperi,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Loppi,Anna,1,1
Anna / Anne / Ann / Anni,Loppi,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Luopioinen,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Luumäki,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Lääne-Nigula,Anu,1,1
Anna / Anne / Ann / Anni,Lüganuse,Ann,1,1
Anna / Anne / Ann / Anni,Lüganuse,Anne,2,1
Anna / Anne / Ann / Anni,Lüganuse,Anu,2,1
Anna / Anne / Ann / Anni,Maaninka,Anna,1,1
Anna / Anne / Ann / Anni,Maarja-Magdaleena,Ann,9,7
Anna / Anne / Ann / Anni,Maarja-Magdaleena,Anna,6,1
Anna / Anne / Ann / Anni,Maarja-Magdaleena,Anne,13,7
Anna / Anne / Ann / Anni,Maksuatiha,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Metsäpirtti,Anna,6,1
Anna / Anne / Ann / Anni,Metsäpirtti,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Mihkli,Anne,4,3
Anna / Anne / Ann / Anni,Moloskovitsa,Anni/Annie,9,6
Anna / Anne / Ann / Anni,Muhos,Anna,1,1
Anna / Anne / Ann / Anni,Muhu,Ann,16,3
Anna / Anne / Ann / Anni,Muhu,Anna,1,1
Anna / Anne / Ann / Anni,Muhu,Anne,7,3
Anna / Anne / Ann / Anni,Muolaa,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Mustjala,Ann,1,1
Anna / Anne / Ann / Anni,Mustjala,Anna,1,1
Anna / Anne / Ann / Anni,Mustjala,Anne,6,2
Anna / Anne / Ann / Anni,Mäntsälä,Ann,1,1
Anna / Anne / Ann / Anni,Mäntsälä,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Mänttä,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Mäntyharju,Anni/Annie,3,2
Anna / Anne / Ann / Anni,Märjamaa,Ann,1,1
Anna / Anne / Ann / Anni,Märjamaa,Anna,1,1
Anna / Anne / Ann / Anni,Märjamaa,Anne,4,4
Anna / Anne / Ann / Anni,Nakkila,Anna,1,1
Anna / Anne / Ann / Anni,Nakkila,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Narvusi,Anne,1,1
Anna / Anne / Ann / Anni,Narvusi,Anni/Annie,32,17
Anna / Anne / Ann / Anni,Narvusi,Anu,4,3
Anna / Anne / Ann / Anni,Nilsiä,Anna,2,2
Anna / Anne / Ann / Anni,Noarootsi,Ann,1,1
Anna / Anne / Ann / Anni,Nurmes,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Nurmijärvi,Anna,1,1
Anna / Anne / Ann / Anni,Nõo,Anne,6,4
Anna / Anne / Ann / Anni,Orimattila,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Otepää,Ann,4,2
Anna / Anne / Ann / Anni,Otepää,Anna,1,1
Anna / Anne / Ann / Anni,Otepää,Anne,7,6
Anna / Anne / Ann / Anni,Oulanka,Anna,2,1
Anna / Anne / Ann / Anni,Oulu,Anna,1,1
Anna / Anne / Ann / Anni,Paatene,Anni/Annie,16,1
Anna / Anne / Ann / Anni,Paattinen,Anni/Annie,3,3
Anna / Anne / Ann / Anni,Paavola,Anna,1,1
Anna / Anne / Ann / Anni,Paide,Ann,4,2
Anna / Anne / Ann / Anni,Paide,Anne,8,5
Anna / Anne / Ann / Anni,Paistu,Ann,12,9
Anna / Anne / Ann / Anni,Paistu,Anna,3,3
Anna / Anne / Ann / Anni,Paistu,Anne,37,13
Anna / Anne / Ann / Anni,Pajala,Anna,1,1
Anna / Anne / Ann / Anni,Palamuse,Ann,4,3
Anna / Anne / Ann / Anni,Palamuse,Anna,1,1
Anna / Anne / Ann / Anni,Palamuse,Anne,6,5
Anna / Anne / Ann / Anni,Paltamo,Anna,1,1
Anna / Anne / Ann / Anni,Parikkala,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Peetri,Ann,9,5
Anna / Anne / Ann / Anni,Peetri,Anne,5,4
Anna / Anne / Ann / Anni,Peetri,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Perho,Anna,2,2
Anna / Anne / Ann / Anni,Perniö,Ann,1,1
Anna / Anne / Ann / Anni,Perniö,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Petsamo,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Pieksämäki,Anna,1,1
Anna / Anne / Ann / Anni,Pieksämäki,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Pielisjärvi,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Piikkiö,Anna,1,1
Anna / Anne / Ann / Anni,Pilistvere,Ann,11,5
Anna / Anne / Ann / Anni,Pilistvere,Anne,18,5
Anna / Anne / Ann / Anni,Pilistvere,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Pirkkala,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Porajärvi,Anni/Annie,4,1
Anna / Anne / Ann / Anni,Pudasjärvi,Anna,2,2
Anna / Anne / Ann / Anni,Pudasjärvi,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Puhja,Ann,1,1
Anna / Anne / Ann / Anni,Puhja,Anne,13,7
Anna / Anne / Ann / Anni,Puhja,Anu,2,1
Anna / Anne / Ann / Anni,Pukkila,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Puolanka,Anna,1,1
Anna / Anne / Ann / Anni,Puolanka,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Pyhäjärvi Ul.,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Pyhäjärvi Vpl.,Ann,1,1
Anna / Anne / Ann / Anni,Pyhäjärvi Vpl.,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Pälkjärvi,Anna,1,1
Anna / Anne / Ann / Anni,Pälkäne,Ann,1,1
Anna / Anne / Ann / Anni,Pärnu,Ann,1,1
Anna / Anne / Ann / Anni,Pärnu,Anne,2,2
Anna / Anne / Ann / Anni,Pärnu-Jaagupi,Ann,2,2
Anna / Anne / Ann / Anni,Pärnu-Jaagupi,Anne,4,4
Anna / Anne / Ann / Anni,Põltsamaa,Ann,11,5
Anna / Anne / Ann / Anni,Põltsamaa,Anne,20,4
Anna / Anne / Ann / Anni,Põltsamaa,Anu,2,1
Anna / Anne / Ann / Anni,Põlva,Ann,2,2
Anna / Anne / Ann / Anni,Põlva,Anna,1,1
Anna / Anne / Ann / Anni,Põlva,Anne,3,3
Anna / Anne / Ann / Anni,Pöide,Ann,12,6
Anna / Anne / Ann / Anni,Pöide,Anna,1,1
Anna / Anne / Ann / Anni,Pöide,Anne,3,3
Anna / Anne / Ann / Anni,Pöide,Anu,3,2
Anna / Anne / Ann / Anni,Pühalepa,Ann,15,2
Anna / Anne / Ann / Anni,Pühalepa,Anna,1,1
Anna / Anne / Ann / Anni,Pühalepa,Anne,2,2
Anna / Anne / Ann / Anni,Pühalepa,Anu,1,1
Anna / Anne / Ann / Anni,Raahe,Anna,1,1
Anna / Anne / Ann / Anni,Rakvere,Anna,2,1
Anna / Anne / Ann / Anni,Rakvere,Anne,2,2
Anna / Anne / Ann / Anni,Rannu,Ann,2,2
Anna / Anne / Ann / Anni,Rannu,Anna,1,1
Anna / Anne / Ann / Anni,Rannu,Anne,2,2
Anna / Anne / Ann / Anni,Rannu,Anu,2,1
Anna / Anne / Ann / Anni,Ranua,Anna,2,2
Anna / Anne / Ann / Anni,Rapla,Ann,3,3
Anna / Anne / Ann / Anni,Rapla,Anna,1,1
Anna / Anne / Ann / Anni,Rapla,Anne,5,5
Anna / Anne / Ann / Anni,Reigi,Ann,1,1
Anna / Anne / Ann / Anni,Renko,Anna,1,1
Anna / Anne / Ann / Anni,Repola,Ann,1,1
Anna / Anne / Ann / Anni,Repola,Anni/Annie,5,4
Anna / Anne / Ann / Anni,Ridala,Ann,6,4
Anna / Anne / Ann / Anni,Ridala,Anne,2,2
Anna / Anne / Ann / Anni,Ridala,Anu,1,1
Anna / Anne / Ann / Anni,Risti,Anna,8,2
Anna / Anne / Ann / Anni,Risti,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Ristijärvi,Anna,1,1
Anna / Anne / Ann / Anni,Ristijärvi,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Rovaniemi,Anna,1,1
Anna / Anne / Ann / Anni,Rovaniemi,Anni/Annie,6,6
Anna / Anne / Ann / Anni,Rukajärvi,Anni/Annie,3,2
Anna / Anne / Ann / Anni,Räisälä,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Räpina,Ann,4,3
Anna / Anne / Ann / Anni,Räpina,Anne,1,1
Anna / Anne / Ann / Anni,Rõngu,Ann,1,1
Anna / Anne / Ann / Anni,Rõngu,Anne,5,4
Anna / Anne / Ann / Anni,Rõuge,Ann,3,2
Anna / Anne / Ann / Anni,Rõuge,Anna,6,3
Anna / Anne / Ann / Anni,Rõuge,Anni/Annie,4,1
Anna / Anne / Ann / Anni,Saarde,Ann,2,2
Anna / Anne / Ann / Anni,Saarde,Anne,22,5
Anna / Anne / Ann / Anni,Saarijärvi,Anna,1,1
Anna / Anne / Ann / Anni,Saarijärvi,Anni/Annie,3,3
Anna / Anne / Ann / Anni,Sakkola,Ann,1,1
Anna / Anne / Ann / Anni,Sakkola,Anna,1,1
Anna / Anne / Ann / Anni,Sakkola,Anni/Annie,8,1
Anna / Anne / Ann / Anni,Salmi,Anni/Annie,5,3
Anna / Anne / Ann / Anni,Salo,Anna,1,1
Anna / Anne / Ann / Anni,Sangaste,Ann,4,4
Anna / Anne / Ann / Anni,Sangaste,Anna,5,5
Anna / Anne / Ann / Anni,Sangaste,Anne,9,8
Anna / Anne / Ann / Anni,Sangaste,Anu,2,2
Anna / Anne / Ann / Anni,Sauvo,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Savitaipale,Anna,3,1
Anna / Anne / Ann / Anni,Savonranta,Anna,1,1
Anna / Anne / Ann / Anni,Seiskari,Ann,1,1
Anna / Anne / Ann / Anni,Seiskari,Anni/Annie,7,3
Anna / Anne / Ann / Anni,Serepetta,Anu,2,1
Anna / Anne / Ann / Anni,Setumaa,Ann,16,10
Anna / Anne / Ann / Anni,Setumaa,Anna,5,4
Anna / Anne / Ann / Anni,Setumaa,Anne,8,6
Anna / Anne / Ann / Anni,Siilinjärvi,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Simo,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Simuna,Anna,2,2
Anna / Anne / Ann / Anni,Simuna,Anne,7,4
Anna / Anne / Ann / Anni,Skuoritsa,Anni/Annie,8,2
Anna / Anne / Ann / Anni,Soanlahti,Ann,1,1
Anna / Anne / Ann / Anni,Soanlahti,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Sodankylä,Anna,1,1
Anna / Anne / Ann / Anni,Soikkola,Ann,4,2
Anna / Anne / Ann / Anni,Soikkola,Anni/Annie,19,12
Anna / Anne / Ann / Anni,Somero,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Sonkajärvi,Anna,3,3
Anna / Anne / Ann / Anni,Sortavala,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Sotkamo,Anna,2,2
Anna / Anne / Ann / Anni,Spankkova,Anni/Annie,2,1
Anna / Anne / Ann / Anni,Suistamo,Ann,4,1
Anna / Anne / Ann / Anni,Suistamo,Anna,1,1
Anna / Anne / Ann / Anni,Suistamo,Anni/Annie,22,12
Anna / Anne / Ann / Anni,Suistamo,Anu,2,2
Anna / Anne / Ann / Anni,Suojärvi,Ann,1,1
Anna / Anne / Ann / Anni,Suojärvi,Anni/Annie,31,13
Anna / Anne / Ann / Anni,Suomussalmi,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Suonenjoki,Anna,1,1
Anna / Anne / Ann / Anni,Suure-Jaani,Ann,14,7
Anna / Anne / Ann / Anni,Suure-Jaani,Anne,12,4
Anna / Anne / Ann / Anni,Suure-Jaani,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Sysmä,Anna,1,1
Anna / Anne / Ann / Anni,Säkkijärvi,Anna,1,1
Anna / Anne / Ann / Anni,Sääksmäki,Ann,2,2
Anna / Anne / Ann / Anni,Sääminki,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Säämäjärvi,Anu,1,1
Anna / Anne / Ann / Anni,Taivalkoski,Anna,1,1
Anna / Anne / Ann / Anni,Tampere,Anni/Annie,4,4
Anna / Anne / Ann / Anni,Tartu-Maarja,Anne,4,2
Anna / Anne / Ann / Anni,Tarvastu,Ann,27,10
Anna / Anne / Ann / Anni,Tarvastu,Anna,6,4
Anna / Anne / Ann / Anni,Tarvastu,Anne,26,14
Anna / Anne / Ann / Anni,Tarvastu,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Terijoki,Anna,1,1
Anna / Anne / Ann / Anni,Terijoki,Anni/Annie,4,1
Anna / Anne / Ann / Anni,Tervo,Ann,1,1
Anna / Anne / Ann / Anni,Tervo,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Tohmajärvi,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Toksova,Anni/Annie,8,3
Anna / Anne / Ann / Anni,Tori,Ann,8,6
Anna / Anne / Ann / Anni,Tori,Anne,6,4
Anna / Anne / Ann / Anni,Tori,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Torma,Ann,2,2
Anna / Anne / Ann / Anni,Torma,Anna,1,1
Anna / Anne / Ann / Anni,Torma,Anne,8,2
Anna / Anne / Ann / Anni,Tulemajärvi,Ann,5,3
Anna / Anne / Ann / Anni,Tulemajärvi,Anna,3,2
Anna / Anne / Ann / Anni,Tulemajärvi,Anni/Annie,25,14
Anna / Anne / Ann / Anni,Turku,Ann,1,1
Anna / Anne / Ann / Anni,Turku,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Tuupovaara,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Tuusula,Anna,1,1
Anna / Anne / Ann / Anni,Tuutari,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Tyrväntö,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Tyrvää,Anna,1,1
Anna / Anne / Ann / Anni,Tyrö,Anna,1,1
Anna / Anne / Ann / Anni,Tyrö,Anni/Annie,5,4
Anna / Anne / Ann / Anni,Tõstamaa,Ann,1,1
Anna / Anne / Ann / Anni,Tõstamaa,Anna,1,1
Anna / Anne / Ann / Anni,Tõstamaa,Anne,4,3
Anna / Anne / Ann / Anni,Tõstamaa,Anu,1,1
Anna / Anne / Ann / Anni,Töysä,Anna,2,2
Anna / Anne / Ann / Anni,Töysä,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Türi,Ann,4,2
Anna / Anne / Ann / Anni,Türi,Anne,7,5
Anna / Anne / Ann / Anni,Uhtua,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Urvaste,Ann,16,9
Anna / Anne / Ann / Anni,Urvaste,Anna,6,6
Anna / Anne / Ann / Anni,Urvaste,Anne,5,4
Anna / Anne / Ann / Anni,Urvaste,Anu,2,1
Anna / Anne / Ann / Anni,Uskela,Anna,3,3
Anna / Anne / Ann / Anni,Uskela,Anni/Annie,4,4
Anna / Anne / Ann / Anni,Uusikaupunki,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Vaivara,Ann,2,2
Anna / Anne / Ann / Anni,Vaivara,Anne,10,6
Anna / Anne / Ann / Anni,Valkeala,Ann,1,1
Anna / Anne / Ann / Anni,Vanaja,Anna,1,1
Anna / Anne / Ann / Anni,Varbla,Ann,11,5
Anna / Anne / Ann / Anni,Varbla,Anne,1,1
Anna / Anne / Ann / Anni,Varpaisjärvi,Anna,1,1
Anna / Anne / Ann / Anni,Vastseliina,Anna,1,1
Anna / Anne / Ann / Anni,Vastseliina,Anne,3,2
Anna / Anne / Ann / Anni,Venjoki,Ann,2,1
Anna / Anne / Ann / Anni,Venjoki,Anni/Annie,1,1
